Price,Size,Bath,Bed,City_Cascais,City_Lisboa,City_Other,City_Porto,City_Sintra,predicted_rent
795000,160,0,4,0,0,1,0,0,1480.548794568152
645000,118,0,3,0,0,1,0,0,1058.2315317136258
630000,118,0,3,0,0,1,0,0,1058.2315317136258
605000,122,0,3,0,0,1,0,0,1091.3974481614873
405000,89,0,2,0,0,1,0,0,743.7034973146491
690000,158,0,4,0,0,1,0,0,1463.9658363442213
550000,118,0,3,0,0,1,0,0,1058.2315317136258
540000,118,0,3,0,0,1,0,0,1058.2315317136258
195000,45,0,0,0,0,1,0,0,230.72813608421126
290000,62,0,1,0,0,1,0,0,445.7584211396033
270000,55,0,1,0,0,1,0,0,387.7180673558456
280000,62,0,1,0,0,1,0,0,445.7584211396033
440000,129,0,1,0,0,1,0,0,1001.2875216412835
710000,158,0,4,0,0,1,0,0,1463.9658363442213
565000,118,0,3,0,0,1,0,0,1058.2315317136258
545000,122,0,3,0,0,1,0,0,1091.3974481614873
375000,89,0,2,0,0,1,0,0,743.7034973146491
195000,35,0,0,0,0,1,0,0,147.81334496455747
360000,137,3,3,0,0,1,0,0,1633.2466671205307
215000,86,1,1,0,0,0,1,0,1026.9428659295156
194900,69,1,1,0,0,1,0,0,642.9577856832152
823200,231,4,4,0,0,0,1,0,2868.9097899
150000,65,1,2,0,0,1,0,0,683.8670093873343
400000,172,3,3,0,0,0,1,0,2166.478371382208
599900,201,4,4,0,0,0,1,0,2620.165416541038
176000,90,2,2,0,0,1,0,0,1030.312997946323
138500,99,1,3,0,0,1,0,0,1039.8524393461378
190000,156,3,3,0,0,1,0,0,1790.7847702478728
185000,166,3,3,0,0,1,0,0,1873.6995613675267
185000,154,3,3,0,0,1,0,0,1774.201812023942
180000,143,3,3,0,0,1,0,0,1682.995541792323
190000,164,3,3,0,0,1,0,0,1857.116603143596
195000,156,3,3,0,0,1,0,0,1790.7847702478728
200000,156,3,3,0,0,1,0,0,1790.7847702478728
795000,178,4,3,0,0,0,1,0,2355.3862568138547
430000,96,2,1,0,0,0,1,0,1249.0166678090236
540000,119,3,2,0,0,0,1,0,1652.954838296062
740000,157,4,3,0,0,0,1,0,2181.2651954625817
560000,119,3,2,0,0,0,1,0,1652.954838296062
1030000,217,4,4,0,0,0,1,0,2752.829082332484
775000,157,4,3,0,0,0,1,0,2181.2651954625817
1590000,280,5,4,0,0,0,1,0,3414.3512771461574
545000,109,3,2,0,0,0,1,0,1570.0400471764083
570000,157,4,2,0,0,0,1,0,2107.1900553106007
210000,126,2,3,0,0,1,0,0,1402.8813861290573
230000,105,2,3,0,0,1,0,0,1228.7603247777843
518000,84,0,2,0,0,0,1,0,945.2760370977112
568000,108,0,2,0,0,0,1,0,1144.2715357848801
514000,84,2,2,0,0,0,1,0,1223.5940586174197
658000,107,2,2,0,0,0,1,0,1414.2980781926235
412000,74,2,2,0,0,0,1,0,1140.679267497766
389000,70,2,2,0,0,0,1,0,1107.5133510499045
520000,82,2,2,0,0,0,1,0,1207.011100393489
668000,109,2,2,0,0,0,1,0,1430.8810364165543
494000,83,2,2,0,0,0,1,0,1215.3025795054546
504000,84,2,2,0,0,0,1,0,1223.5940586174197
524000,79,2,2,0,0,0,1,0,1182.1366630575926
600000,94,2,2,0,0,0,1,0,1306.5088497370734
491000,79,2,2,0,0,0,1,0,1182.1366630575926
492000,80,2,2,0,0,0,1,0,1190.4281421695582
518000,76,2,2,0,0,0,1,0,1157.2622257216967
558000,81,2,2,0,0,0,1,0,1198.7196212815238
200000,126,2,3,0,0,1,0,0,1402.8813861290573
190000,126,2,3,0,0,1,0,0,1402.8813861290573
326000,105,2,3,0,0,1,0,0,1228.7603247777843
130000,39,1,0,0,0,1,0,0,320.1382721722732
283000,84,3,3,0,0,1,0,0,1193.7982741863657
370000,105,3,3,0,0,1,0,0,1367.9193355376387
130000,40,1,0,0,0,1,0,0,328.4297512842386
337000,106,2,3,0,0,1,0,0,1237.0518038897499
326000,111,2,3,0,0,1,0,0,1278.5091994495765
288000,110,2,2,0,0,1,0,0,1196.1425801856305
360000,111,3,3,0,0,1,0,0,1417.668210209431
326000,110,3,3,0,0,1,0,0,1409.3767310974654
332000,106,2,3,0,0,1,0,0,1237.0518038897499
283000,87,2,2,0,0,1,0,0,1005.438560610427
370000,111,3,3,0,0,1,0,0,1417.668210209431
170000,76,1,2,0,0,1,0,0,775.0732796189534
450000,116,3,2,0,0,0,1,0,1628.0804009601661
225000,172,2,3,0,0,1,0,0,1784.2894252794647
230000,188,2,3,0,0,1,0,0,1916.9530910709107
240000,84,2,2,0,0,1,0,0,980.5641232745309
288000,98,2,2,0,0,1,0,0,1096.644830842046
347000,114,2,3,0,0,1,0,0,1303.3836367854728
240000,83,2,2,0,0,1,0,0,972.2726441625655
255000,98,2,2,0,0,1,0,0,1096.644830842046
105000,48,1,1,0,0,1,0,0,468.83672433194226
250000,123,2,3,0,0,1,0,0,1378.0069487931612
96900,77,1,2,0,0,1,0,0,783.3647587309188
375000,139,2,3,0,0,1,0,0,1510.6706145846072
150000,88,1,2,0,0,1,0,0,874.571028962538
98000,80,1,2,0,0,1,0,0,808.2391960668149
286000,72,2,2,0,0,0,1,0,1124.0963092738352
139000,90,1,2,0,0,1,0,0,891.1539871864687
290000,167,3,3,0,0,1,0,0,1881.991040479492
190000,80,3,2,0,0,1,0,0,1086.5572175865236
159000,120,2,3,0,0,0,1,0,1596.162446800154
347000,100,2,2,0,0,1,0,0,1113.2277890659768
117000,180,1,2,0,0,1,0,0,1637.3871072633526
133000,84,0,2,0,0,1,0,0,702.2461017548222
340000,90,2,2,0,0,0,1,0,1273.342933289212
475000,107,2,2,0,0,0,1,0,1414.2980781926235
132000,87,1,2,0,0,1,0,0,866.2795498505726
425000,177,5,4,0,0,1,0,0,2317.298993270835
257000,92,2,2,0,0,0,1,0,1289.9258915131427
262000,92,2,2,0,0,0,1,0,1289.9258915131427
272000,92,2,2,0,0,0,1,0,1289.9258915131427
277000,92,2,2,0,0,0,1,0,1289.9258915131427
240000,75,1,2,0,0,0,1,0,1009.811735849877
380000,102,2,3,0,0,0,1,0,1446.9158227847772
280000,135,2,3,0,0,1,0,0,1477.5046981367457
135000,156,2,3,0,0,1,0,0,1651.6257594880185
180000,89,2,3,0,0,1,0,0,1096.0966589863383
112000,115,2,3,0,0,1,0,0,1311.6751158974382
285000,145,3,3,0,0,1,0,0,1699.5785000162537
345000,121,3,3,0,0,1,0,0,1500.5830013290847
550000,285,3,3,0,0,1,0,0,2860.3855756914063
375000,124,2,3,0,0,1,0,0,1386.2984279051266
159000,46,1,0,0,0,1,0,0,378.1786259560309
339000,138,2,3,0,0,1,0,0,1502.3791354726418
170000,130,3,3,0,0,1,0,0,1575.206313336773
185000,80,3,2,0,0,1,0,0,1086.5572175865236
148000,112,0,2,0,0,1,0,0,934.4075168898528
152000,112,0,2,0,0,1,0,0,934.4075168898528
151000,112,0,2,0,0,1,0,0,934.4075168898528
149000,96,0,2,0,0,1,0,0,801.7438510984067
173000,141,0,3,0,0,1,0,0,1248.9355512888292
171000,141,0,3,0,0,1,0,0,1248.9355512888292
172000,141,0,3,0,0,1,0,0,1248.9355512888292
180000,43,1,0,0,0,0,1,0,596.3341239630238
170000,35,1,0,0,0,0,1,0,530.0022910673007
400000,156,3,4,0,0,0,1,0,2107.889845742742
195000,80,1,2,0,0,1,0,0,808.2391960668149
115000,105,0,2,0,0,1,0,0,876.3671631060951
250000,99,2,2,0,0,0,1,0,1347.9662452969005
225000,85,2,2,0,0,0,1,0,1231.8855377293853
195000,88,2,1,0,0,0,1,0,1182.6848349133006
185000,82,2,1,0,0,0,1,0,1132.9359602415084
255000,115,2,3,0,0,0,1,0,1554.705051240327
460000,125,3,3,0,0,0,1,0,1776.778853119835
455000,119,3,3,0,0,0,1,0,1727.0299784480428
440000,125,3,3,0,0,0,1,0,1776.778853119835
445000,125,3,3,0,0,0,1,0,1776.778853119835
450000,125,3,3,0,0,0,1,0,1776.778853119835
455000,125,3,3,0,0,0,1,0,1776.778853119835
545000,152,3,3,0,0,0,1,0,2000.6487891429003
319000,102,2,2,0,0,0,1,0,1372.8406826327964
460000,195,2,5,0,0,0,1,0,2366.1736605015185
140000,135,2,3,0,0,1,0,0,1477.5046981367457
145000,82,1,2,0,0,1,0,0,824.8221542907457
250000,129,1,0,0,0,0,1,0,1309.401327592046
375000,104,2,3,0,0,1,0,0,1220.4688456658191
249000,112,2,2,0,0,1,0,0,1212.7255384095615
175000,102,2,2,0,0,1,0,0,1129.8107472899076
420000,158,3,3,0,0,1,0,0,1807.3677284718035
140000,96,1,2,0,0,1,0,0,940.902861858261
290000,72,2,2,0,0,0,1,0,1124.0963092738352
260000,85,1,0,0,0,0,1,0,944.5762466655696
315000,69,1,1,0,0,0,1,0,885.987721026104
255000,73,1,1,0,0,0,1,0,919.1536374739655
310000,102,1,1,0,0,0,1,0,1159.6065317209616
245000,61,1,1,0,0,0,1,0,819.6558881303811
273000,67,1,1,0,0,0,1,0,869.4047628021733
250000,68,1,1,0,0,0,1,0,877.6962419141387
300000,62,1,0,0,0,0,1,0,753.8722270903659
100000,79,1,2,0,0,1,0,0,799.9477169548495
225000,109,3,3,0,0,1,0,0,1401.0852519855002
175000,61,1,1,0,0,1,0,0,576.6259527874922
175000,53,1,1,0,0,1,0,0,510.2941198917691
320000,108,2,3,0,0,1,0,0,1253.6347621136806
190000,40,1,1,0,0,1,0,0,402.5048914362192
184000,35,1,0,0,0,0,1,0,530.0022910673007
180000,91,2,2,0,0,1,0,0,1038.6044770582885
220000,93,2,2,0,0,1,0,0,1055.1874352822192
175000,91,2,2,0,0,1,0,0,1038.6044770582885
299000,116,-2,3,0,0,0,1,0,1006.3604873128754
199000,63,1,1,0,0,0,1,0,836.2388463543118
850000,174,3,3,0,0,0,1,0,2183.0613296061383
155000,106,2,3,0,0,1,0,0,1237.0518038897499
159000,42,1,1,0,0,0,1,0,662.117785003039
249700,88,3,2,0,0,1,0,0,1152.8890504822466
301700,108,3,3,0,0,1,0,0,1392.7937728735346
124800,46,1,0,0,0,1,0,0,378.1786259560309
270500,107,4,3,0,0,1,0,0,1523.6613045214235
239300,88,3,2,0,0,1,0,0,1152.8890504822466
254900,88,3,2,0,0,1,0,0,1152.8890504822466
353700,108,4,3,0,0,1,0,0,1531.9527836333891
254900,81,3,2,0,0,1,0,0,1094.848696698489
353700,107,3,3,0,0,1,0,0,1384.5022937615695
246600,87,3,2,0,0,1,0,0,1144.5975713702812
270500,99,3,2,0,0,1,0,0,1244.0953207138657
256400,88,3,2,0,0,1,0,0,1152.8890504822466
355300,108,4,3,0,0,1,0,0,1531.9527836333891
256400,81,3,2,0,0,1,0,0,1094.848696698489
355300,107,4,3,0,0,1,0,0,1523.6613045214235
284100,87,3,2,0,0,1,0,0,1144.5975713702812
147200,49,1,0,0,0,1,0,0,403.053063291927
272000,99,3,2,0,0,1,0,0,1244.0953207138657
258000,88,3,2,0,0,1,0,0,1152.8890504822466
356800,108,4,3,0,0,1,0,0,1531.9527836333891
258000,81,3,2,0,0,1,0,0,1094.848696698489
356800,107,4,3,0,0,1,0,0,1523.6613045214235
249700,87,3,2,0,0,1,0,0,1144.5975713702812
273600,99,3,2,0,0,1,0,0,1244.0953207138657
358400,108,4,3,0,0,1,0,0,1531.9527836333891
358400,107,4,3,0,0,1,0,0,1523.6613045214235
359900,107,4,3,0,0,1,0,0,1523.6613045214235
252800,87,3,2,0,0,1,0,0,1144.5975713702812
442100,132,4,3,0,0,1,0,0,1730.948282320558
410900,131,4,3,0,0,1,0,0,1722.6568032085927
555000,156,3,3,0,0,1,0,0,1790.7847702478728
575000,160,3,3,0,0,1,0,0,1823.9506866957342
137500,62,1,1,0,0,1,0,0,584.9174318994576
290000,129,3,3,0,0,1,0,0,1566.9148342248077
1250000,178,4,3,0,0,0,1,0,2355.3862568138547
1226550,188,4,3,0,0,0,1,0,2438.301047933508
1425000,215,5,4,0,0,0,1,0,2875.405134868408
1250000,170,4,3,0,0,0,1,0,2289.0544239181318
1225000,181,4,3,0,0,0,1,0,2380.2606941497506
1557725,239,5,4,0,0,0,1,0,3074.400633555577
995000,139,3,2,0,0,0,1,0,1818.7844205353697
132500,86,1,2,0,0,1,0,0,857.9880707386072
142500,87,1,2,0,0,1,0,0,866.2795498505726
472500,148,3,4,0,0,1,0,0,1798.5280775041304
399000,128,3,3,0,0,1,0,0,1558.6233551128423
585400,153,3,4,0,0,1,0,0,1839.9854730639572
406900,128,3,3,0,0,1,0,0,1558.6233551128423
462000,148,3,4,0,0,1,0,0,1798.5280775041304
456800,148,3,4,0,0,1,0,0,1798.5280775041304
467300,148,3,4,0,0,1,0,0,1798.5280775041304
556500,148,3,4,0,0,1,0,0,1798.5280775041304
561800,148,3,4,0,0,1,0,0,1798.5280775041304
490950,148,3,4,0,0,1,0,0,1798.5280775041304
763900,183,3,3,0,0,1,0,0,2014.654706270938
779700,222,3,3,0,0,1,0,0,2338.0223916375876
763950,153,3,4,0,0,1,0,0,1839.9854730639572
498800,153,3,4,0,0,1,0,0,1839.9854730639572
506700,153,3,4,0,0,1,0,0,1839.9854730639572
729800,116,3,3,0,0,1,0,0,1459.1256057692578
195000,155,3,3,0,0,1,0,0,1782.4932911359074
197000,155,3,3,0,0,1,0,0,1782.4932911359074
200000,155,3,3,0,0,1,0,0,1782.4932911359074
204000,155,3,3,0,0,1,0,0,1782.4932911359074
198000,155,3,3,0,0,1,0,0,1782.4932911359074
204000,189,3,3,0,0,1,0,0,2064.4035809427305
238000,242,2,3,0,0,1,0,0,2364.692963117041
415000,183,3,3,0,0,0,1,0,2257.684641613827
170000,76,4,3,0,0,1,0,0,1266.625452050497
189000,63,1,1,0,0,0,1,0,836.2388463543118
191500,63,1,1,0,0,0,1,0,836.2388463543118
255000,102,2,2,0,0,1,0,0,1129.8107472899076
290000,91,0,2,0,0,0,1,0,1003.3163908814688
194000,63,1,1,0,0,0,1,0,836.2388463543118
275500,91,1,2,0,0,0,1,0,1142.475401641323
285000,91,1,2,0,0,0,1,0,1142.475401641323
247500,66,2,1,0,0,0,1,0,1000.2722944500622
175000,57,1,1,0,0,0,1,0,786.4899716825196
868000,281,5,5,0,0,0,1,0,3496.717896410104
175000,41,0,0,0,0,0,1,0,440.5921549792387
310000,110,2,4,0,0,0,1,0,1587.3227958324808
500000,203,3,4,0,0,0,1,0,2497.5893640051154
198000,122,0,3,0,0,1,0,0,1091.3974481614873
190000,135,0,3,0,0,1,0,0,1199.186676617037
249000,128,3,4,0,0,1,0,0,1632.698495264823
191500,113,2,2,0,0,1,0,0,1221.0170175215267
150000,85,3,1,0,0,1,0,0,1053.93947299437
183000,107,3,2,0,0,1,0,0,1310.4271536095887
130000,99,2,2,0,0,1,0,0,1104.9363099540114
152500,113,0,2,0,0,1,0,0,942.6989960018182
135000,100,0,2,0,0,1,0,0,834.9097675462682
365000,129,3,3,0,0,0,1,0,1809.9447695676965
375000,126,3,3,0,0,0,1,0,1785.0703322318006
370000,129,3,3,0,0,0,1,0,1809.9447695676965
360000,126,3,3,0,0,0,1,0,1785.0703322318006
695000,207,3,4,0,0,1,0,0,2287.725345110088
169000,39,1,0,0,0,0,1,0,563.1682075151622
295000,135,2,3,0,0,1,0,0,1477.5046981367457
255000,121,2,3,0,0,1,0,0,1361.4239905692305
265000,130,2,3,0,0,1,0,0,1436.0473025769188
245000,121,2,3,0,0,1,0,0,1361.4239905692305
240000,116,2,3,0,0,1,0,0,1319.9665950094036
185000,54,1,1,0,0,0,1,0,761.6155343466235
195000,92,1,1,0,0,0,1,0,1076.6917406013079
435000,346,3,3,0,0,0,1,0,3609.1957368641833
190000,55,1,1,0,0,0,1,0,769.9070134585888
185000,53,1,1,0,0,0,1,0,753.3240552346581
180000,53,1,1,0,0,0,1,0,753.3240552346581
848000,129,0,3,0,0,1,0,0,1149.4378019452447
320000,286,4,5,0,0,0,1,0,3399.016281210076
399000,155,3,3,0,0,1,0,0,1782.4932911359074
320000,145,3,4,0,0,0,1,0,2016.683575511123
152000,39,1,0,0,0,0,1,0,563.1682075151622
710000,147,4,3,0,0,0,1,0,2098.3504043429275
550000,141,3,4,0,0,1,0,0,1740.4877237203727
149000,88,2,3,0,0,1,0,0,1087.8051798743732
1069500,222,0,4,0,0,0,1,0,2237.6504348528943
96000,74,0,2,0,0,1,0,0,619.3313106351684
750000,160,0,3,0,0,0,1,0,1649.5035897590603
190000,135,3,3,0,0,1,0,0,1616.6637088966
185000,147,2,3,0,0,1,0,0,1577.0024474803301
145000,110,2,2,0,0,1,0,0,1196.1425801856305
195000,147,2,3,0,0,1,0,0,1577.0024474803301
140000,111,2,2,0,0,1,0,0,1204.434059297596
159000,151,2,3,0,0,1,0,0,1610.1683639281916
150000,150,2,3,0,0,1,0,0,1601.8768848162263
710000,220,2,4,0,0,1,0,0,2256.355562805783
265000,98,2,2,0,0,0,1,0,1339.674766184935
432500,107,3,3,0,0,1,0,0,1384.5022937615695
207412,88,2,2,0,0,1,0,0,1013.7300397223923
204091,82,2,2,0,0,1,0,0,963.9811650506001
213502,88,2,2,0,0,1,0,0,1013.7300397223923
260000,114,2,3,0,0,1,0,0,1303.3836367854728
135000,71,2,2,0,0,1,0,0,872.7748948189809
350000,88,2,2,0,0,0,1,0,1256.7599750652812
300000,87,2,2,0,0,0,1,0,1248.468495953316
300000,85,2,2,0,0,0,1,0,1231.8855377293853
280000,76,2,2,0,0,0,1,0,1157.2622257216967
127000,74,1,2,0,0,1,0,0,758.4903213950226
450000,132,2,3,0,0,0,1,0,1695.6601961437384
175000,150,2,3,0,0,1,0,0,1601.8768848162263
160000,90,2,2,0,0,0,1,0,1273.342933289212
140000,82,1,2,0,0,1,0,0,824.8221542907457
335000,152,2,4,0,0,1,0,0,1692.5349831921376
445000,235,3,4,0,0,0,1,0,2762.9166955880073
179000,130,2,3,0,0,1,0,0,1436.0473025769188
249000,91,2,2,0,0,0,1,0,1281.6344124011775
286500,104,2,3,0,0,0,1,0,1463.498781008708
175000,96,2,2,0,0,0,1,0,1323.0918079610042
430500,150,4,3,0,0,0,1,0,2123.2248416788234
750000,192,5,4,0,0,0,1,0,2684.7011152932046
489000,113,4,2,0,0,0,1,0,1742.3649743841245
159000,140,2,3,0,0,1,0,0,1518.9620936965725
299000,166,3,4,0,0,1,0,0,1947.7747015195073
190000,110,3,2,0,0,1,0,0,1335.3015909454848
188000,105,1,2,0,0,1,0,0,1015.5261738659493
225000,189,3,4,0,0,1,0,0,2138.4787210947106
390000,110,0,3,0,0,0,1,0,1234.9296341607915
290000,65,0,1,0,0,0,1,0,713.6627938183883
180000,125,2,3,0,0,1,0,0,1394.589907017092
454650,151,4,3,0,0,0,1,0,2131.516320790789
438900,150,4,3,0,0,0,1,0,2123.2248416788234
395000,141,4,3,0,0,0,1,0,2048.6015296711357
408000,152,4,3,0,0,0,1,0,2139.8077999027546
434700,150,4,3,0,0,0,1,0,2123.2248416788234
540000,140,4,3,0,0,0,1,0,2040.31005055917
450450,154,4,3,0,0,0,1,0,2156.390758126685
450450,153,4,3,0,0,0,1,0,2148.09927901472
434700,149,4,3,0,0,0,1,0,2114.9333625668587
450000,152,4,3,0,0,0,1,0,2139.8077999027546
425100,108,3,2,0,0,0,1,0,1561.7485680644431
454650,149,4,3,0,0,0,1,0,2114.9333625668587
600000,131,3,2,0,0,1,0,0,1509.4226522967579
880000,176,4,3,0,0,1,0,0,2095.7733632470345
650000,131,3,2,0,0,1,0,0,1509.4226522967579
210000,66,1,2,0,0,0,1,0,935.1884238421886
395000,131,4,3,0,0,0,1,0,1965.6867385514818
415000,143,3,3,0,0,0,1,0,1926.0254771352118
244900,56,2,2,0,0,0,1,0,991.4326434823892
695000,223,2,4,0,0,1,0,0,2281.2300001416793
212500,158,2,3,0,0,1,0,0,1668.2087177119492
150000,96,2,2,0,0,1,0,0,1080.0618726181153
190000,155,0,3,0,0,1,0,0,1365.0162588563444
210000,102,2,2,0,0,1,0,0,1129.8107472899076
180000,126,0,3,0,0,1,0,0,1124.5633646093488
185000,126,0,3,0,0,1,0,0,1124.5633646093488
590000,151,3,2,0,0,1,0,0,1675.2522345360653
595000,131,3,2,0,0,1,0,0,1509.4226522967579
845000,169,4,3,0,0,1,0,0,2037.733009463277
815000,176,4,3,0,0,1,0,0,2095.7733632470345
630000,131,3,2,0,0,1,0,0,1509.4226522967579
855000,169,4,3,0,0,1,0,0,2037.733009463277
220000,66,1,2,0,0,0,1,0,935.1884238421886
315000,114,2,2,0,0,0,1,0,1472.338431976381
170000,48,1,0,0,0,0,1,0,637.7915195228506
210000,84,1,1,0,0,0,1,0,1010.3599077055849
199500,162,2,3,0,0,1,0,0,1701.374634159811
199000,163,2,3,0,0,1,0,0,1709.6661132717763
140000,69,1,2,0,0,1,0,0,717.0329258351958
850000,175,3,3,0,0,1,0,0,1948.322873375215
795000,169,4,3,0,0,1,0,0,2037.733009463277
199500,145,2,3,0,0,1,0,0,1560.4194892563994
117500,124,1,3,0,0,1,0,0,1247.139417145272
245000,80,1,2,0,0,1,0,0,808.2391960668149
225000,95,2,2,0,0,1,0,0,1071.77039350615
212000,76,1,2,0,0,1,0,0,775.0732796189534
195000,155,2,3,0,0,1,0,0,1643.3342803760531
85500,105,0,3,0,0,1,0,0,950.4423032580758
765000,169,4,3,0,0,1,0,0,2037.733009463277
835000,175,3,3,0,0,1,0,0,1948.322873375215
108000,94,2,3,0,0,1,0,0,1137.5540545461654
730000,165,3,3,0,0,1,0,0,1865.4080822555613
355000,129,3,3,0,0,0,1,0,1809.9447695676965
1200000,262,4,3,0,0,0,1,0,3051.870502218946
1300000,262,4,3,0,0,0,1,0,3051.870502218946
1100000,219,4,4,0,0,0,1,0,2769.4120405564154
168000,154,2,3,0,0,1,0,0,1635.0428012640878
599000,127,3,3,0,0,1,0,0,1550.331876000877
999000,165,3,3,0,0,1,0,0,1865.4080822555613
699000,142,3,3,0,0,1,0,0,1674.7040626803575
215000,97,2,2,0,0,1,0,0,1088.3533517300807
200000,134,2,3,0,0,1,0,0,1469.2132190247803
250000,227,3,4,0,0,1,0,0,2453.5549273493953
300000,104,2,4,0,0,1,0,0,1294.5439858177997
135000,36,1,0,0,0,0,1,0,538.2937701792661
125000,37,1,0,0,0,0,1,0,546.5852492912314
134000,41,1,0,0,0,0,1,0,579.751165739093
129000,30,1,0,0,0,0,1,0,488.5448955074738
131000,37,1,0,0,0,0,1,0,546.5852492912314
138000,41,1,0,0,0,0,1,0,579.751165739093
133000,29,1,0,0,0,0,1,0,480.25341639550845
197750,166,3,4,0,0,0,1,0,2190.8046368623964
586000,123,2,2,0,0,1,0,0,1303.9318086411804
612080,148,3,1,0,0,1,0,0,1576.3026570481884
548000,77,2,1,0,0,1,0,0,848.4486293387924
508800,109,2,1,0,0,1,0,0,1113.7759609216846
588000,110,2,2,0,0,1,0,0,1196.1425801856305
579800,82,2,2,0,0,1,0,0,963.9811650506001
505080,102,2,1,0,0,1,0,0,1055.735607137927
519800,61,2,1,0,0,1,0,0,715.7849635473466
567800,69,2,1,0,0,1,0,0,782.1167964430696
508250,67,2,1,0,0,1,0,0,765.5338382191388
600800,116,3,2,0,0,1,0,0,1385.050465617277
370000,79,0,2,0,0,0,1,0,903.8186415378842
80000,49,1,0,0,0,1,0,0,403.053063291927
177320,97,2,2,0,0,1,0,0,1088.3533517300807
167024,97,2,2,0,0,1,0,0,1088.3533517300807
168168,97,2,2,0,0,1,0,0,1088.3533517300807
169312,97,2,2,0,0,1,0,0,1088.3533517300807
195624,120,2,3,0,0,1,0,0,1353.132511457265
196768,117,2,3,0,0,1,0,0,1328.258074121369
197912,117,2,3,0,0,1,0,0,1328.258074121369
3150000,937,18,17,0,0,0,1,0,11633.897015561262
198550,65,1,1,0,0,0,1,0,852.8218045782426
145000,72,2,2,0,0,1,0,0,881.0663739309463
140000,75,1,2,0,0,1,0,0,766.781800506988
89500,130,2,3,0,0,1,0,0,1436.0473025769188
180000,160,2,3,0,0,1,0,0,1684.79167593588
200000,216,1,2,0,0,1,0,0,1935.8803552941063
999750,170,3,3,0,0,0,1,0,2149.895413158277
240000,70,2,2,0,0,1,0,0,864.4834157070155
320000,104,3,3,0,0,1,0,0,1359.6278564256731
342500,140,3,3,0,0,1,0,0,1658.1211044564268
295000,173,2,2,0,0,1,0,0,1718.5057642394495
353000,164,3,3,0,0,1,0,0,1857.116603143596
291500,118,2,2,0,0,1,0,0,1262.4744130813538
337500,140,3,3,0,0,1,0,0,1658.1211044564268
120000,72,1,2,0,0,0,1,0,984.9372985139809
315000,206,3,4,0,0,1,0,0,2279.433865998122
399000,187,3,3,0,0,0,1,0,2290.8505580616884
189000,58,1,1,0,0,0,1,0,794.781450794485
173250,59,1,1,0,0,0,1,0,803.0729299064503
270000,80,1,1,0,0,0,1,0,977.1939912577232
180000,59,1,1,0,0,0,1,0,803.0729299064503
173250,58,3,1,0,0,0,1,0,1073.0994723141937
178500,59,1,1,0,0,0,1,0,803.0729299064503
173250,58,1,1,0,0,0,1,0,794.781450794485
250000,212,2,2,0,0,1,0,0,2041.873449606099
355350,92,1,2,0,0,0,1,0,1150.7668807532884
211150,57,1,1,0,0,0,1,0,786.4899716825196
530450,135,4,3,0,0,0,1,0,1998.8526549993433
329600,87,2,1,0,0,0,1,0,1174.3933558013352
175000,125,0,3,0,0,1,0,0,1116.2718854973832
390000,179,3,5,0,0,0,1,0,2372.6690054699266
155000,103,2,2,0,0,1,0,0,1138.102226401873
215000,90,1,1,0,0,0,1,0,1060.108782377377
280000,123,2,2,0,0,1,0,0,1303.9318086411804
225000,97,2,2,0,0,1,0,0,1088.3533517300807
260000,113,2,2,0,0,1,0,0,1221.0170175215267
260000,112,2,2,0,0,1,0,0,1212.7255384095615
285000,124,2,2,0,0,1,0,0,1312.223287753146
360000,173,3,3,0,0,1,0,0,1931.7399151512843
285000,129,2,2,0,0,1,0,0,1353.6806833129726
218000,149,3,3,0,0,1,0,0,1732.7444164641151
190000,127,3,2,0,0,1,0,0,1476.2567358488964
180000,121,2,2,0,0,1,0,0,1287.3488504172497
215000,152,3,3,0,0,1,0,0,1757.6188538000113
277620,53,0,1,0,0,0,1,0,614.1650444748038
289000,162,6,4,0,0,1,0,0,2332.085817351209
790000,500,6,4,0,0,1,0,0,5134.605757195506
175000,122,4,2,0,0,1,0,0,1573.9583510489238
215000,73,0,2,0,0,1,0,0,611.039831523203
130000,58,0,1,0,0,1,0,0,412.5925046917418
1025000,189,3,4,0,0,1,0,0,2138.4787210947106
350116,99,2,1,0,0,1,0,0,1030.8611698020309
294253,78,2,1,0,0,1,0,0,856.7401084507578
581452,155,3,3,0,0,1,0,0,1782.4932911359074
930005,235,4,4,0,0,1,0,0,2659.0457710049723
885719,235,4,4,0,0,1,0,0,2659.0457710049723
412109,116,2,2,0,0,1,0,0,1245.891454857423
442635,116,2,2,0,0,1,0,0,1245.891454857423
457899,116,2,2,0,0,1,0,0,1245.891454857423
621552,155,3,3,0,0,1,0,0,1782.4932911359074
601502,155,3,3,0,0,1,0,0,1782.4932911359074
303486,78,2,1,0,0,1,0,0,856.7401084507578
466810,114,2,2,0,0,1,0,0,1229.3084966334923
145000,96,2,2,0,0,0,1,0,1323.0918079610042
400000,101,0,1,0,0,0,1,0,1012.156041849142
155000,42,1,0,0,0,0,1,0,588.0426448510584
275000,123,2,3,0,0,0,1,0,1621.03688413605
125000,48,1,1,0,0,0,1,0,711.8666596748312
225000,62,1,1,0,0,0,1,0,827.9473672423464
400000,66,1,1,0,0,0,1,0,861.1132836902079
430000,73,1,1,0,0,0,1,0,919.1536374739655
450000,60,1,1,0,0,0,1,0,811.3644090184157
480000,64,1,1,0,0,0,1,0,844.5303254662772
