Price,Prop_type,Size,Bath,Bed,City,Division
150000,2,75,1,1,Sintra, AlgueirãoMem Martins  
175000,2,78,1,2,Amadora, Águas Livres  
159000,2,33,1,1,Sintra, AlgueirãoMem Martins  
190000,2,88,1,2,Sintra, Cacém e São Marcos  
111000,2,56,1,2,Vila Franca de Xira, Vila Franca de Xira  
150000,2,83,2,1,Sintra, Cacém e São Marcos  
135000,2,29,1,0,Lisboa, Santo António  
184000,2,80,2,3,Amadora, Águas Livres  
170000,2,71,1,2,Oeiras, Oeiras e São Julião da Barra
223250,2,80,1,2,Sintra, Massamá e Monte Abraão  
199900,2,94,1,2,Sintra, Agualva e MiraSintra  
169000,2,72,1,2,Amadora, Águas Livres  
167000,2,71,1,3,Sintra, Cacém e São Marcos  
162500,2,79,1,2,Sintra, Queluz e Belas  
196900,2,89,1,2,Sintra, AlgueirãoMem Martins  
198000,2,50,1,1,Lisboa, Penha de França  
165000,2,90,1,2,Alenquer, Alenquer (Santo Estêvão e Triana)  
190000,2,88,1,2,Sintra, AlgueirãoMem Martins  
185000,2,75,1,2,Amadora, Águas Livres  
225000,2,88,1,2,Oeiras, Algés
105000,2,51,1,2,Lisboa, Penha de França  
165000,2,94,1,2,Alenquer, Carregado e Cadafais  
165000,2,45,1,1,Loures, Loures  
130000,2,91,1,2,Azambuja, Aveiras de Cima  
165000,2,68,1,2,Sintra, Queluz e Belas  
179000,2,76,2,3,Amadora, Mina de Água  
235000,2,60,1,2,Lisboa, São Vicente  
144900,2,65,0,2,Sintra, Cacém e São Marcos  
197000,2,85,1,2,Amadora, Águas Livres  
249000,2,85,2,2,Sintra, AlgueirãoMem Martins  
199000,2,82,1,1,Oeiras, Oeiras e São Julião da Barra
230000,2,104,2,4,Amadora, Falagueira  Venda Nova  
155000,2,75,2,2,Amadora, Mina de Água  
186000,2,75,1,3,Loures, Santo António dos Cavaleiros e Frielas  
235000,2,125,2,3,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
157500,2,97,2,3,Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras  
180000,2,84,2,3,Sintra, Rio de Mouro  
225000,2,143,2,3,Torres Vedras, A dos Cunhados e Maceira  
195000,2,90,2,3,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
185000,2,89,1,3,Sintra, Queluz e Belas  
218500,2,110,2,2,Sintra, Rio de Mouro  
195000,2,87,1,2,Sintra, Massamá e Monte Abraão  
142500,2,72,1,2,Torres Vedras, Torres Vedras (São Pedro
240000,2,105,2,2,Sintra, AlgueirãoMem Martins  
220000,2,72,1,2,Lisboa, Parque das Nações  
157900,2,74,1,2,Odivelas, Odivelas  
165000,2,92,1,2,Sintra, Massamá e Monte Abraão  
199900,2,84,1,2,Amadora, Venteira  
195000,2,34,1,1,Lisboa, Santo António  
197000,2,95,1,3,Odivelas, Odivelas  
164500,2,73,1,2,Amadora, Mina de Água  
218000,2,80,1,2,Torres Vedras, Torres Vedras (São Pedro
189000,2,58,1,0,Amadora, Mina de Água  
225000,2,84,1,2,Amadora, Encosta do Sol  
180000,2,101,2,2,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
160000,2,43,1,1,Loures, Loures  
235000,2,48,1,1,Lisboa, Penha de França  
163000,2,78,1,2,Loures, Santo António dos Cavaleiros e Frielas  
182000,2,73,1,2,Amadora, Falagueira  Venda Nova  
175000,2,90,2,3,Sintra, Rio de Mouro  
193000,2,102,2,3,Sintra, Agualva e MiraSintra  
180000,2,32,1,1,Lisboa, São Vicente  
203000,2,121,2,3,Alenquer, Alenquer (Santo Estêvão e Triana)  
135000,2,38,1,1,Sintra, Massamá e Monte Abraão  
209000,2,108,1,2,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
168000,2,91,2,3,Vila Franca de Xira, Alhandra
105000,2,42,1,2,Odivelas, Pontinha e Famões  
155000,2,102,2,3,Alenquer, Carregado e Cadafais  
195000,2,57,1,1,Oeiras, Algés
229900,2,104,2,4,Amadora, Venteira  
165000,2,54,1,2,Amadora, Venteira  
179500,2,108,2,3,Loures, Loures  
244000,2,70,1,1,Lisboa, Misericórdia  
195000,2,40,1,1,Lisboa, Misericórdia  
210000,2,43,1,1,Loures, Loures  
160000,2,84,2,3,Sintra, Rio de Mouro  
190000,2,84,1,3,Amadora, Falagueira  Venda Nova  
167500,2,64,1,2,Amadora, Venteira  
245000,2,100,2,4,Lisboa, São Domingos de Benfica  
239500,2,72,1,2,Loures, Loures  
140000,2,65,1,2,Loures, Santo António dos Cavaleiros e Frielas  
180000,2,80,1,3,Odivelas, Odivelas  
139950,2,65,0,2,Oeiras, Algés
215000,2,96,1,2,Amadora, Mina de Água  
165000,2,96,2,2,Sintra, AlgueirãoMem Martins  
213750,2,77,1,2,Oeiras, Algés
185000,2,86,1,2,Oeiras, Barcarena  
198000,2,50,1,1,Oeiras, Salvo  
169000,2,51,1,1,Lisboa, Misericórdia  
135000,2,69,1,2,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
117800,2,72,1,2,Vila Franca de Xira, Vila Franca de Xira  
103500,2,56,1,2,Vila Franca de Xira, Vila Franca de Xira  
189500,2,118,2,3,Alenquer, Carregado e Cadafais  
185000,2,71,1,3,Odivelas, Póvoa de Santo Adrião e Olival Basto  
234000,2,111,2,3,Cascais, Cascais e Estoril  
235000,2,45,1,1,Lisboa, Misericórdia  
185000,2,99,2,3,Vila Franca de Xira, Alhandra
198000,2,50,1,1,Lisboa, Alvalade  
185000,2,88,2,2,Sintra, Rio de Mouro  
160000,2,55,1,2,Cascais, São Domingos de Rana  
175750,2,70,1,2,Oeiras, Barcarena  
172000,2,60,1,2,Amadora, Venteira  
209000,2,196,2,3,Alenquer, Carregado e Cadafais  
169000,2,47,1,1,Loures, Moscavide e Portela  
190000,2,86,2,2,Alenquer, Alenquer (Santo Estêvão e Triana)  
159000,2,63,1,2,Amadora, Mina de Água  
240000,2,126,2,3,Sintra, Rio de Mouro  
230000,2,107,2,3,Loures, Santa Iria de Azoia
225000,2,83,1,2,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
229750,2,50,1,1,Lisboa, São Vicente  
240000,2,122,2,3,Sintra, Cacém e São Marcos  
163900,2,72,2,2,Amadora, Mina de Água  
185000,2,66,1,2,Sintra, Massamá e Monte Abraão  
215000,2,86,2,3,Sintra, Agualva e MiraSintra  
235000,2,78,1,2,Loures, Loures  
160000,2,90,1,3,Vila Franca de Xira, Vila Franca de Xira  
160000,2,109,2,3,Vila Franca de Xira, Vila Franca de Xira  
175000,2,75,1,2,Sintra, Cacém e São Marcos  
175000,2,115,2,3,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
180000,2,88,1,2,Sintra, Rio de Mouro  
175000,2,93,2,3,Sintra, Rio de Mouro  
215000,2,95,2,3,Amadora, Mina de Água  
219000,2,44,1,1,Cascais, Cascais e Estoril  
234900,2,117,2,3,Loures, Sacavém e Prior Velho  
210000,2,116,2,2,Sintra, Massamá e Monte Abraão  
238200,2,23,1,0,Lisboa, Misericórdia  
179700,2,46,1,2,Lisboa, Beato  
180000,2,82,1,2,Odivelas, Odivelas  
210000,2,77,2,3,Odivelas, Odivelas  
152000,2,117,2,3,Azambuja, Azambuja  
249000,2,50,1,1,Lisboa, Santa Maria Maior  
240000,2,96,1,2,Sintra, Almargem do Bispo
245000,2,99,1,2,Sintra, Almargem do Bispo
130500,2,62,1,3,Vila Franca de Xira, Vialonga  
192500,2,60,1,1,Odivelas, Odivelas  
200000,2,43,0,1,Cascais, Carcavelos e Parede  
149900,2,30,1,0,Lisboa, São Vicente  
240000,2,50,1,3,Lisboa, Santo António  
245000,2,74,2,3,Amadora, Mina de Água  
225000,2,76,1,3,Lisboa, Penha de França  
164500,2,116,2,3,Torres Vedras, Dois Portos e Runa  
150000,2,53,1,1,Amadora, Venteira  
125000,2,74,1,2,Alenquer, Alenquer (Santo Estêvão e Triana)  
225000,2,65,1,2,Lisboa, Misericórdia  
229500,2,120,2,3,Alenquer, Alenquer (Santo Estêvão e Triana)  
219000,2,67,1,1,Lisboa, Penha de França  
160000,2,66,1,2,Sintra, Agualva e MiraSintra  
215000,2,103,2,3,Sintra, Rio de Mouro  
219500,2,91,2,2,Arruda dos Vinhos, Arruda dos Vinhos  
240000,2,43,1,1,Lisboa, Arroios  
154000,2,39,1,1,Lisboa, Misericórdia  
185000,2,72,1,2,Loures, Loures  
198625,2,42,1,1,Lisboa, Santa Maria Maior  
130000,2,63,1,1,Sintra, Massamá e Monte Abraão  
200000,2,67,1,2,Loures, Moscavide e Portela  
175000,2,67,1,2,Lisboa, Penha de França  
212000,2,84,2,3,Loures, Sacavém e Prior Velho  
192500,2,59,2,2,Sintra, Queluz e Belas  
149500,2,71,1,2,Sintra, Almargem do Bispo
148000,2,96,2,3,Vila Franca de Xira, Vila Franca de Xira  
193900,2,130,1,2,Amadora, Venteira  
150000,2,60,1,2,Sintra, Agualva e MiraSintra  
175000,2,89,1,2,Lisboa, Santa Clara  
184500,2,73,1,2,Lisboa, Benfica  
230000,2,90,1,3,Lisboa, Benfica  
230000,2,94,1,2,Amadora, Encosta do Sol  
179000,2,75,1,2,Amadora, Mina de Água  
184000,2,46,1,1,Lisboa, Benfica  
90000,2,70,2,2,Sintra, Massamá e Monte Abraão  
176500,2,36,1,1,Lisboa, Penha de França  
100000,2,24,1,1,Lisboa, Penha de França  
89500,2,62,2,2,Sintra, Agualva e MiraSintra  
138000,2,50,1,1,Loures, Moscavide e Portela  
235000,2,40,1,1,Lisboa, Arroios  
9000,2,34,1,0,Cascais, Cascais e Estoril  
230000,2,66,1,3,Lisboa, Santa Maria Maior  
226300,2,61,2,1,Lisboa, Olivais  
198000,2,106,2,3,Alenquer, Carregado e Cadafais  
157000,2,55,1,1,Loures, Santo António dos Cavaleiros e Frielas  
245000,2,103,1,1,Lisboa, Penha de França  
119000,2,87,2,3,Loures, Santo António dos Cavaleiros e Frielas  
205000,2,52,1,2,Lisboa, São Vicente  
154000,2,106,1,2,Mafra, Milharado  
239000,2,91,1,3,Lisboa, Olivais  
180000,2,85,2,3,Sintra, Massamá e Monte Abraão  
130000,2,65,1,2,Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras  
220000,2,115,2,3,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
215000,2,79,1,2,Torres Vedras, Torres Vedras (São Pedro
210000,2,85,1,2,Amadora, Venteira  
189000,2,75,0,2,Odivelas, Odivelas  
179000,2,63,1,2,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
200000,2,113,2,3,Alenquer, Carregado e Cadafais  
179000,2,85,1,2,Sintra, Agualva e MiraSintra  
189000,2,75,3,3,Amadora, Águas Livres  
191000,2,78,1,3,Sintra, Rio de Mouro  
147000,2,95,1,2,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
140000,2,80,1,1,Alenquer, Alenquer (Santo Estêvão e Triana)  
160000,2,80,1,2,Alenquer, Alenquer (Santo Estêvão e Triana)  
170000,2,80,1,2,Alenquer, Alenquer (Santo Estêvão e Triana)  
175000,2,80,1,2,Alenquer, Alenquer (Santo Estêvão e Triana)  
189000,2,40,1,2,Lisboa, São Vicente  
185000,2,84,1,3,Sintra, Rio de Mouro  
132500,2,73,1,2,Alenquer, Alenquer (Santo Estêvão e Triana)  
175000,2,64,1,2,Oeiras, Barcarena  
155000,2,80,1,2,Lisboa, Ajuda  
130000,2,141,2,3,Cadaval, Cadaval e Pêro Moniz  
175000,2,82,2,3,Sintra, Agualva e MiraSintra  
165000,2,44,2,1,Lisboa, Misericórdia  
239000,2,135,2,3,Sintra, AlgueirãoMem Martins  
170000,2,77,1,2,Odivelas, Póvoa de Santo Adrião e Olival Basto  
230000,2,106,1,2,Amadora, Mina de Água  
140000,2,81,2,1,Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras  
195000,2,40,1,1,Lisboa, Arroios  
179000,2,20,1,0,Lisboa, Arroios  
209000,2,31,1,1,Lisboa, Misericórdia  
200000,2,30,1,1,Lisboa, Misericórdia  
169900,2,115,3,5,Azambuja, Aveiras de Cima  
221000,2,112,2,1,Mafra, Carvoeira  
180000,2,43,0,1,Lisboa, Misericórdia  
140000,2,87,2,3,Sintra, Rio de Mouro  
155000,2,73,1,2,Sintra, Queluz e Belas  
185000,2,108,2,3,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
199500,2,30,1,1,Lisboa, Campo de Ourique  
138000,2,85,1,2,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
150000,2,61,1,1,Sintra, Massamá e Monte Abraão  
230000,2,50,1,0,Lisboa, Santa Maria Maior  
105000,2,57,1,1,Amadora, Falagueira  Venda Nova  
135600,2,75,1,2,Sintra, Rio de Mouro  
124000,2,64,1,1,Sintra, AlgueirãoMem Martins  
240000,2,95,2,2,Lourinhã, Lourinhã e Atalaia  
245000,2,107,2,2,Lourinhã, Lourinhã e Atalaia  
190000,2,91,1,3,Sintra, Casal de Cambra  
175000,2,45,1,1,Lisboa, Alcântara  
165000,2,62,2,2,Sintra, Queluz e Belas  
160000,2,94,1,3,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
165000,2,68,1,2,Sintra, Rio de Mouro  
135000,2,69,1,2,Arruda dos Vinhos, Cardosas  
249900,2,113,2,3,Vila Franca de Xira, Vialonga  
185000,2,71,0,1,Lourinhã, Lourinhã e Atalaia  
247000,2,97,1,2,Lourinhã, Lourinhã e Atalaia  
190000,2,51,1,1,Lourinhã, Lourinhã e Atalaia  
182000,2,107,1,1,Lourinhã, Lourinhã e Atalaia  
140000,2,72,1,2,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
249000,2,80,1,2,Lisboa, Arroios  
235000,2,80,1,2,Loures, Loures  
176000,2,56,1,1,Sintra, Massamá e Monte Abraão  
180000,2,95,1,2,Sintra, Rio de Mouro  
189000,2,112,2,3,Alenquer, Alenquer (Santo Estêvão e Triana)  
210000,2,90,2,2,Odivelas, Pontinha e Famões  
178000,2,98,2,3,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
245000,2,70,1,2,Lisboa, Benfica  
185000,2,38,1,1,Lisboa, Santa Maria Maior  
190000,2,26,1,1,Lisboa, Estrela  
158000,2,67,1,2,Sintra, Queluz e Belas  
125000,2,51,1,1,Sintra, Rio de Mouro  
185000,2,93,1,2,Sintra, Queluz e Belas  
199500,2,52,1,1,Lisboa, Santa Maria Maior  
179000,2,95,2,3,Sintra, Rio de Mouro  
155000,2,74,1,2,Sintra, Agualva e MiraSintra  
165000,2,52,1,2,Oeiras, Algés
150000,2,60,1,2,Odivelas, Pontinha e Famões  
135000,2,34,1,1,Lisboa, Santa Maria Maior  
215000,2,62,0,1,Loures, Sacavém e Prior Velho  
135000,2,82,1,3,Vila Franca de Xira, Vila Franca de Xira  
165000,2,82,2,3,Vila Franca de Xira, Vila Franca de Xira  
160000,2,84,1,2,Vila Franca de Xira, Vila Franca de Xira  
170000,2,82,0,2,Vila Franca de Xira, Vila Franca de Xira  
240000,2,66,1,0,Oeiras, Algés
199500,2,34,1,1,Lisboa, Misericórdia  
149000,2,82,1,0,Sintra, Massamá e Monte Abraão  
230000,2,86,2,2,Lisboa, Arroios  
195000,2,83,2,3,Amadora, Venteira  
170000,2,109,2,3,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
212999,2,44,1,2,Lisboa, Ajuda  
180000,2,30,1,1,Lisboa, Santa Maria Maior  
150000,2,30,1,1,Lisboa, Santa Maria Maior  
195000,2,48,1,2,Lisboa, Misericórdia  
199000,2,41,1,1,Lisboa, Santa Maria Maior  
229900,2,59,1,2,Lisboa, Penha de França  
144400,2,36,1,0,Lisboa, Estrela  
195000,2,45,1,2,Oeiras, Algés
165000,2,45,1,2,Oeiras, Algés
180000,2,45,1,2,Oeiras, Algés
230000,2,68,2,3,Lisboa, Olivais  
242000,2,119,2,3,Amadora, Mina de Água  
175000,2,96,2,3,Amadora, Águas Livres  
175000,2,97,2,3,Sintra, Massamá e Monte Abraão  
170000,2,61,1,2,Amadora, Falagueira  Venda Nova  
94000,2,86,1,2,Cadaval, Cadaval e Pêro Moniz  
212300,2,104,1,2,Sintra, AlgueirãoMem Martins  
115000,2,63,1,2,Odivelas, Póvoa de Santo Adrião e Olival Basto  
175000,2,72,1,2,Mafra, Ericeira  
92000,2,66,1,2,Sintra, Queluz e Belas  
180000,2,33,1,0,Lisboa, São Vicente  
245000,2,86,2,3,Lisboa, Arroios  
210000,2,30,1,1,Lisboa, Arroios  
160000,2,42,1,0,Lisboa, Arroios  
249000,2,60,1,1,Lisboa, Alcântara  
235000,2,52,1,2,Lisboa, Santa Maria Maior  
199000,2,38,0,2,Lisboa, Arroios  
197000,2,93,1,2,Sintra, Cacém e São Marcos  
135000,2,59,1,1,Loures, Sacavém e Prior Velho  
160000,2,30,1,0,Lisboa, Santa Maria Maior  
90000,2,36,1,0,Amadora, Águas Livres  
90000,2,70,1,1,Sintra, Agualva e MiraSintra  
240000,2,90,3,2,Sintra, Cacém e São Marcos  
125000,2,40,1,1,Odivelas, Póvoa de Santo Adrião e Olival Basto  
95000,2,31,1,1,Amadora, Águas Livres  
165000,2,35,1,0,Lisboa, Ajuda  
210000,2,50,0,1,Lisboa, Santa Maria Maior  
87000,2,71,2,2,Odivelas, Ramada e Caneças  
220000,2,91,1,1,Vila Franca de Xira, Vialonga  
225000,2,94,2,3,Loures, Sacavém e Prior Velho  
175000,2,32,1,0,Lisboa, Avenidas Novas  
165000,2,90,2,2,Sintra, Rio de Mouro  
165000,2,70,1,2,Odivelas, Póvoa de Santo Adrião e Olival Basto  
90000,2,48,1,1,Loures, Santa Iria de Azoia
99000,2,69,1,2,Odivelas, Ramada e Caneças  
140000,2,73,1,2,Torres Vedras, A dos Cunhados e Maceira  
193000,2,59,0,0,Lisboa, São Vicente  
198000,2,54,0,0,Lisboa, São Vicente  
155000,2,81,1,3,Sintra, Queluz e Belas  
249900,2,72,1,2,Oeiras, Algés
110000,2,55,1,1,Lisboa, Lumiar  
160000,2,29,1,0,Lisboa, Misericórdia  
245000,2,41,1,1,Lisboa, Santo António  
215000,2,33,1,1,Lisboa, Avenidas Novas  
130500,2,23,1,1,Lisboa, Arroios  
230000,2,38,1,1,Lisboa, São Vicente  
195000,2,43,1,1,Lisboa, Santa Maria Maior  
198000,2,47,1,1,Lisboa, Santa Maria Maior  
235000,2,76,2,3,Lisboa, Olivais  
208700,2,22,1,1,Lisboa, Santa Maria Maior  
199000,2,80,1,2,Lisboa, Arroios  
170000,2,34,1,0,Lisboa, Santa Maria Maior  
86900,2,73,1,2,Loures, Sacavém e Prior Velho  
247000,2,51,1,1,Lisboa, Santa Maria Maior  
220000,2,47,1,1,Lisboa, Misericórdia  
249000,2,64,2,2,Lisboa, Ajuda  
175000,2,45,1,2,Oeiras, Algés
239000,2,77,1,1,Lisboa, Penha de França  
239000,2,90,1,2,Lisboa, Penha de França  
195000,2,31,0,1,Lisboa, Santa Maria Maior  
195000,2,41,1,0,Lisboa, Santa Maria Maior  
179500,2,20,1,1,Lisboa, Arroios  
425000,2,135,2,3,Odivelas, Póvoa de Santo Adrião e Olival Basto  
460000,2,160,2,3,Odivelas, Póvoa de Santo Adrião e Olival Basto  
300000,2,48,1,3,Lisboa, Campo de Ourique  
260000,2,160,2,4,Sintra, Agualva e MiraSintra  
315000,2,66,1,2,Mafra, Carvoeira  
295000,2,144,0,3,Sintra, Agualva e MiraSintra  
358000,2,106,2,2,Odivelas, Odivelas  
250000,2,134,2,3,Arruda dos Vinhos, Arruda dos Vinhos  
285000,2,89,3,2,Mafra, Mafra  
295000,2,165,2,3,Loures, Santo Antão e São Julião do Tojal  
330000,2,118,2,2,Loures, Loures  
275000,2,157,2,3,Sintra, Queluz e Belas  
259900,2,90,1,2,Amadora, Mina de Água  
305000,2,74,1,2,Oeiras, Algés
264000,2,52,1,1,Lisboa, Campo de Ourique  
260000,2,113,2,3,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
498000,2,67,1,1,Lisboa, Misericórdia  
295000,2,107,2,2,Lourinhã, Lourinhã e Atalaia  
260000,2,83,1,2,Oeiras, Carnaxide e Queijas  
445000,2,123,2,4,Cascais, Carcavelos e Parede  
255000,2,83,2,2,Amadora, Mina de Água  
349000,2,61,1,2,Lisboa, Penha de França  
260000,2,92,1,2,Sintra, Agualva e MiraSintra  
293000,2,45,1,2,Lisboa, Campo de Ourique  
297000,2,48,1,2,Lisboa, Campo de Ourique  
380000,2,54,2,1,Lisboa, Campolide  
299900,2,112,2,2,Sintra, AlgueirãoMem Martins  
250000,2,90,2,3,Sintra, Queluz e Belas  
358000,2,131,2,3,Torres Vedras, Torres Vedras (São Pedro
250000,2,115,1,2,Mafra, Malveira e São Miguel de Alcainça  
400000,2,65,2,2,Oeiras, Algés
335000,2,100,1,5,Lisboa, Arroios  
270000,2,95,2,2,Amadora, Mina de Água  
349000,2,108,2,2,Loures, Santo António dos Cavaleiros e Frielas  
320000,2,142,0,3,Sintra, Massamá e Monte Abraão  
255000,2,60,1,2,Lisboa, Benfica  
320000,2,78,2,3,Loures, Loures  
325000,2,137,3,4,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
445000,2,161,3,3,Cascais, São Domingos de Rana  
365000,2,74,1,1,Lisboa, Ajuda  
349900,2,140,1,1,Odivelas, Odivelas  
320000,2,72,2,2,Oeiras, Oeiras e São Julião da Barra
325000,2,88,2,3,Loures, Sacavém e Prior Velho  
279000,2,66,1,3,Lisboa, Olivais  
385000,2,83,1,2,Cascais, Cascais e Estoril  
485000,2,107,2,3,Cascais, Cascais e Estoril  
395000,2,125,1,2,Lisboa, Penha de França  
365000,2,121,2,3,Oeiras, Algés
295000,2,74,1,2,Cascais, Carcavelos e Parede  
425000,2,139,2,3,Lisboa, Lumiar  
295000,2,101,0,3,Sintra, Rio de Mouro  
350000,2,54,1,2,Lisboa, Alvalade  
315000,2,99,1,3,Lisboa, Penha de França  
470000,2,80,2,3,Lisboa, Avenidas Novas  
420000,2,102,1,3,Oeiras, Algés
255000,2,98,2,3,Mafra, Malveira e São Miguel de Alcainça  
280000,2,65,2,2,Lisboa, São Domingos de Benfica  
342000,2,73,1,1,Cascais, Alcabideche  
300000,2,78,1,2,Mafra, Ericeira  
425000,2,146,2,3,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
270000,2,117,2,3,Sintra, AlgueirãoMem Martins  
419000,2,145,2,2,Loures, Loures  
350000,2,110,2,3,Lisboa, Olivais  
289000,2,125,2,4,Amadora, Alfragide  
310000,2,50,1,1,Lisboa, Arroios  
275000,2,67,1,2,Lisboa, Penha de França  
425000,2,120,1,4,Lisboa, Santo António  
255000,2,130,2,3,Sintra, AlgueirãoMem Martins  
268000,2,121,2,3,Sintra, Rio de Mouro  
299000,2,95,2,3,Cascais, São Domingos de Rana  
350000,2,100,1,2,Odivelas, Odivelas  
310000,2,62,2,3,Lisboa, Penha de França  
270000,2,53,1,1,Lisboa, Arroios  
422000,2,83,1,3,Cascais, Cascais e Estoril  
310000,2,49,1,1,Lisboa, Penha de França  
260000,2,82,2,3,Odivelas, Odivelas  
370000,2,139,2,2,Oeiras, Carnaxide e Queijas  
449900,2,85,2,2,Lisboa, Alvalade  
389000,2,78,1,0,Lisboa, Olivais  
305000,2,114,2,2,Cascais, Cascais e Estoril  
259000,2,65,1,2,Amadora, Águas Livres  
322000,2,92,2,2,Lisboa, Marvila  
250000,2,80,1,2,Amadora, Águas Livres  
355000,2,123,3,2,Odivelas, Pontinha e Famões  
360000,2,123,2,4,Lisboa, Benfica  
335000,2,102,2,3,Odivelas, Póvoa de Santo Adrião e Olival Basto  
380000,2,103,2,4,Oeiras, Oeiras e São Julião da Barra
259000,2,143,2,3,Mafra, Malveira e São Miguel de Alcainça  
250000,2,110,1,2,Sintra, AlgueirãoMem Martins  
345000,2,43,1,1,Lisboa, Santo António  
270000,2,82,2,3,Odivelas, Póvoa de Santo Adrião e Olival Basto  
250000,2,67,1,2,Oeiras, Carnaxide e Queijas  
420000,2,106,2,2,Lisboa, Lumiar  
260000,2,70,1,2,Lisboa, Benfica  
260000,2,102,2,3,Sintra, Cacém e São Marcos  
342700,2,96,2,4,Sintra, Rio de Mouro  
395000,2,118,2,3,Cascais, São Domingos de Rana  
281000,2,75,1,2,Lisboa, Misericórdia  
375000,2,114,2,3,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
315000,2,160,2,3,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
295000,2,95,1,2,Vila Franca de Xira, Vialonga  
435000,2,137,2,3,Oeiras, Salvo  
335000,2,59,2,2,Lisboa, Estrela  
280000,2,47,1,1,Lisboa, Areeiro  
430000,2,130,3,3,Lisboa, Campo de Ourique  
299500,2,97,2,3,Lisboa, São Domingos de Benfica  
287000,2,87,2,2,Cascais, Alcabideche  
260000,2,115,3,1,Cascais, Cascais e Estoril  
440000,2,127,2,4,Lisboa, Alvalade  
495000,2,116,3,2,Torres Vedras, A dos Cunhados e Maceira  
360000,2,97,2,3,Loures, Santo António dos Cavaleiros e Frielas  
265000,2,99,2,3,Oeiras, Barcarena  
330000,2,108,2,3,Odivelas, Ramada e Caneças  
250000,2,63,1,2,Oeiras, Salvo  
259000,2,101,1,2,Odivelas, Pontinha e Famões  
287000,2,104,2,3,Loures, Santo António dos Cavaleiros e Frielas  
340000,2,59,1,1,Lisboa, Avenidas Novas  
289000,2,95,2,3,Lisboa, Alvalade  
350000,2,84,2,3,Oeiras, Salvo  
255000,2,70,1,2,Lisboa, Santa Maria Maior  
390000,2,92,3,3,Lisboa, Campo de Ourique  
260000,2,86,1,2,Oeiras, Oeiras e São Julião da Barra
495000,2,88,2,1,Lisboa, Belém  
290000,2,104,2,2,Sintra, Rio de Mouro  
290000,2,108,2,2,Sintra, Rio de Mouro  
285000,2,97,2,2,Sintra, Rio de Mouro  
295000,2,104,2,2,Sintra, Rio de Mouro  
295000,2,108,2,2,Sintra, Rio de Mouro  
295000,2,97,2,2,Sintra, Rio de Mouro  
475000,2,210,2,3,Loures, Loures  
285000,2,129,0,3,Loures, Santa Iria de Azoia
415000,2,102,2,2,Lisboa, Areeiro  
280000,2,112,2,3,Cascais, Carcavelos e Parede  
449900,2,159,3,4,Loures, Santo António dos Cavaleiros e Frielas  
269000,2,118,2,1,Amadora, Alfragide  
345000,2,116,2,3,Oeiras, Oeiras e São Julião da Barra
460000,2,60,1,1,Lisboa, Estrela  
290000,2,105,2,3,Amadora, Alfragide  
315000,2,100,3,3,Amadora, Encosta do Sol  
340000,2,88,2,2,Cascais, Alcabideche  
455000,2,95,2,2,Cascais, Carcavelos e Parede  
320000,2,99,1,2,Cascais, São Domingos de Rana  
250000,2,60,0,3,Lisboa, Santa Maria Maior  
355000,2,88,2,2,Lisboa, Lumiar  
285000,2,133,2,3,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
375000,2,110,2,4,Oeiras, Carnaxide e Queijas  
272400,2,68,1,3,Amadora, Venteira  
349000,2,101,2,3,Odivelas, Pontinha e Famões  
395000,2,116,2,2,Torres Vedras, A dos Cunhados e Maceira  
485000,2,91,2,1,Torres Vedras, A dos Cunhados e Maceira  
385000,2,116,2,2,Lisboa, Benfica  
325000,2,108,2,2,Odivelas, Odivelas  
250000,2,83,1,2,Loures, Santo António dos Cavaleiros e Frielas  
259500,2,105,2,2,Odivelas, Odivelas  
375000,2,102,2,2,Odivelas, Odivelas  
265000,2,120,2,3,Sintra, Queluz e Belas  
305000,2,76,2,2,Loures, Loures  
370000,2,75,1,2,Lisboa, Alvalade  
339000,2,108,2,2,Mafra, Ericeira  
