Price,Prop_type,Size,Bath,Bed,City,Division
100000,2,92,2,3,Paredes, Cete  
495000,2,191,5,4,Porto, Bonfim  
295000,2,124,2,3,Porto, Bonfim  
110000,2,61,1,2,Marco de Canaveses, Marco  
470000,2,202,4,3,Vila Nova de Gaia, Gulpilhares e Valadares  
220000,2,112,2,2,Porto, Campanhã  
147000,2,82,2,3,Gondomar, Fânzeres e São Pedro da Cova  
133000,2,109,2,2,Paredes, Lordelo  
124900,2,75,1,2,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
125000,2,47,1,2,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
665000,2,143,3,3,Porto, Aldoar
250000,2,94,3,2,Vila Nova de Gaia, Canidelo  
275000,2,106,2,2,Vila Nova de Gaia, Canidelo  
340000,2,165,3,3,Matosinhos, São Mamede de Infesta e Senhora da Hora  
189900,2,90,1,2,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
179000,2,33,1,0,Porto, Bonfim  
345000,2,165,3,3,Matosinhos, São Mamede de Infesta e Senhora da Hora  
277500,2,88,1,2,Porto, Paranhos  
950000,2,435,4,4,Maia, Cidade da Maia  
225000,2,121,2,2,Vila Nova de Gaia, Canidelo  
250000,2,100,2,3,Póvoa de Varzim, Póvoa de Varzim
119000,2,94,1,2,Gondomar, Fânzeres e São Pedro da Cova  
127500,2,44,1,1,Gondomar, Rio Tinto  
154000,2,92500,0,2,Vila Nova de Gaia, Vilar de Andorinho  
144900,2,121,2,3,Lousada, Nevogilde  
269500,2,168,3,3,Valongo, Alfena  
329000,2,114,2,3,Matosinhos, Matosinhos e Leça da Palmeira  
220000,2,102,2,2,Matosinhos, Perafita
229500,2,103,2,3,Maia, Vila Nova da Telha  
160000,2,86,2,2,Gondomar, Fânzeres e São Pedro da Cova  
180000,2,105,2,3,Matosinhos, São Mamede de Infesta e Senhora da Hora  
145000,2,164,2,3,Felgueiras, Vila Cova da Lixa e Borba de Godim  
149900,2,83,1,3,Porto, Cedofeita
229000,2,94,2,3,Porto, Cedofeita
425000,2,169,3,3,Porto, Ramalde  
255000,2,133,2,3,Gondomar, Rio Tinto  
165000,2,125,2,1,Gondomar, Rio Tinto  
220000,2,150,2,2,Gondomar, Rio Tinto  
145000,2,77,1,1,Gondomar, Rio Tinto  
215000,2,114,2,2,Gondomar, Rio Tinto  
215000,2,109,2,2,Gondomar, Rio Tinto  
215000,2,111,2,2,Gondomar, Rio Tinto  
185000,2,111,2,2,Gondomar, Rio Tinto  
150000,2,77,1,1,Gondomar, Rio Tinto  
220000,2,119,2,2,Gondomar, Rio Tinto  
220000,2,103,2,2,Gondomar, Rio Tinto  
220000,2,108,2,2,Gondomar, Rio Tinto  
190000,2,109,2,2,Gondomar, Rio Tinto  
155000,2,67,1,1,Gondomar, Rio Tinto  
225000,2,108,2,2,Gondomar, Rio Tinto  
225000,2,109,2,2,Gondomar, Rio Tinto  
210000,2,112,2,2,Gondomar, Rio Tinto  
160000,2,92,1,2,Trofa, Bougado (São Martinho e Santiago)  
247500,2,88,2,2,Matosinhos, São Mamede de Infesta e Senhora da Hora  
165000,2,140,0,3,Felgueiras, Margaride (Santa Eulália)
316000,2,130,2,2,Maia, Cidade da Maia  
799570,2,204,4,4,Matosinhos, Matosinhos e Leça da Palmeira  
162500,2,78,1,3,Porto, Campanhã  
215000,2,120,2,3,Valongo, Ermesinde  
240000,2,128,2,3,Gondomar, Gondomar (São Cosme)
830000,2,227,4,3,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
855000,2,231,4,3,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
860000,2,229,4,3,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
520000,2,176,3,2,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
144000,2,80,1,2,Maia, Castêlo da Maia  
88000,2,80,1,2,Marco de Canaveses, Bem Viver  
139000,2,122,2,3,Paredes, Rebordosa  
370000,2,102,4,2,Matosinhos, Matosinhos e Leça da Palmeira  
385000,2,116,3,2,Matosinhos, Matosinhos e Leça da Palmeira  
200000,2,59,1,0,Matosinhos, Matosinhos e Leça da Palmeira  
430000,2,136,3,2,Matosinhos, Matosinhos e Leça da Palmeira  
395000,2,116,3,2,Matosinhos, Matosinhos e Leça da Palmeira  
142500,2,126,2,3,Felgueiras, Margaride (Santa Eulália)
150000,2,85,1,2,Vila Nova de Gaia, Canidelo  
179000,2,140,2,4,Gondomar, Baguim do Monte  
199900,2,158,2,3,Santo Tirso, Santo Tirso
165000,2,88,1,1,Vila Nova de Gaia, Gulpilhares e Valadares  
139000,2,117,2,3,Paredes, Rebordosa  
190000,2,99,2,3,Gondomar, Rio Tinto  
184800,2,112,2,4,Gondomar, Rio Tinto  
350000,2,112,0,2,Matosinhos, Matosinhos e Leça da Palmeira  
350000,2,105,3,4,Porto, Paranhos  
220000,2,96,1,2,Porto, Paranhos  
137000,2,70,1,1,Maia, Águas Santas  
142500,2,42,1,1,Porto, Paranhos  
190000,2,102,2,3,Matosinhos, São Mamede de Infesta e Senhora da Hora  
215000,2,137,2,3,Valongo, Campo e Sobrado  
160000,2,103,2,2,Vila Nova de Gaia, São Felix da Marinha  
105000,2,34,1,1,Porto, Paranhos  
105000,2,34,0,1,Porto, Campanhã  
237500,2,125,2,4,Porto, Campanhã  
136000,2,57,1,1,Vila Nova de Gaia, Oliveira do Douro  
215000,2,134,2,3,Vila do Conde, Árvore  
144900,2,79,1,2,Gondomar, Fânzeres e São Pedro da Cova  
552500,2,158,3,3,Matosinhos, Matosinhos e Leça da Palmeira  
450000,2,160,3,3,Gondomar, Gondomar (São Cosme)
126000,2,159,2,3,Felgueiras, Pinheiro  
110000,2,113,2,3,Marco de Canaveses, Bem Viver  
185000,2,81,1,1,Matosinhos, Custóias
164900,2,84,2,2,Gondomar, Rio Tinto  
159900,2,35,0,0,Porto, Bonfim  
250000,2,143,2,3,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
350000,2,222,3,4,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
219870,2,113,2,3,Valongo, Ermesinde  
187500,2,79,1,2,Póvoa de Varzim, Póvoa de Varzim
189900,2,86,2,3,Gondomar, Rio Tinto  
415000,2,151,3,4,Porto, Ramalde  
135000,2,95,0,2,Felgueiras, Margaride (Santa Eulália)
255000,2,117,2,3,Porto, Bonfim  
169000,2,139,2,3,Marco de Canaveses, Marco  
124000,2,82,1,2,Gondomar, Fânzeres e São Pedro da Cova  
190000,2,92,2,2,Maia, Cidade da Maia  
280000,2,117,2,3,Maia, Cidade da Maia  
169900,2,145,1,3,Trofa, Bougado (São Martinho e Santiago)  
310000,2,172,2,3,Gondomar, Rio Tinto  
350000,2,140,2,3,Porto, Ramalde  
105000,2,64,1,1,Porto, Ramalde  
175000,2,55,1,1,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
244000,2,137,2,3,Vila do Conde, Vila do Conde  
160000,2,78,1,2,Valongo, Ermesinde  
220000,2,115,1,1,Porto, Cedofeita
142500,2,107,2,2,Valongo, Valongo  
255000,2,123,2,3,Porto, Paranhos  
190000,2,56,1,1,Porto, Bonfim  
185000,2,148,2,3,Trofa, Bougado (São Martinho e Santiago)  
156000,2,104,2,4,Gondomar, Fânzeres e São Pedro da Cova  
127500,2,50,1,1,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
114000,2,92,1,2,Lousada, Silvares
294000,2,53,1,2,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
239900,2,81,1,2,Matosinhos, Matosinhos e Leça da Palmeira  
490000,2,170,3,4,Porto, Paranhos  
165000,2,90,1,2,Maia, Cidade da Maia  
650000,2,262,5,6,Porto, Bonfim  
279900,2,110,3,2,Vila Nova de Gaia, São Felix da Marinha  
327500,2,163,3,3,Maia, Cidade da Maia  
290000,2,111,2,2,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
519000,2,233,3,4,Vila Nova de Gaia, Canidelo  
220000,2,38,1,1,Porto, Cedofeita
199000,2,121,2,3,Felgueiras, Margaride (Santa Eulália)
215000,2,110,2,3,Maia, Castêlo da Maia  
120000,2,50,1,0,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
97000,2,95,2,3,Marco de Canaveses, Marco  
175000,2,141,2,3,Felgueiras, Margaride (Santa Eulália)
181000,2,178,2,3,Felgueiras, Margaride (Santa Eulália)
187000,2,151,2,3,Felgueiras, Margaride (Santa Eulália)
191000,2,141,2,3,Felgueiras, Margaride (Santa Eulália)
159500,2,90,1,3,Gondomar, Rio Tinto  
215000,2,113,2,3,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
339000,2,55,2,1,Porto, Cedofeita
173000,2,138,2,3,Felgueiras, Margaride (Santa Eulália)
185000,2,91,1,2,Matosinhos, São Mamede de Infesta e Senhora da Hora  
215000,2,102,2,2,Maia, Moreira  
364900,2,170,3,3,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
170000,2,87,2,2,Penafiel, Penafiel  
497500,2,227,4,4,Póvoa de Varzim, AveroMar
199000,2,104,2,2,Maia, Cidade da Maia  
133900,2,95,1,2,Vila do Conde, Fornelo e Vairão  
149500,2,110,2,2,Felgueiras, Margaride (Santa Eulália)
169000,2,141,2,3,Felgueiras, Margaride (Santa Eulália)
173000,2,152,2,3,Felgueiras, Margaride (Santa Eulália)
180000,2,100,2,2,Matosinhos, Perafita
220000,2,133,2,3,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
340000,2,99,2,2,Porto, Cedofeita
320000,2,89,2,2,Porto, Cedofeita
330000,2,90,2,2,Porto, Cedofeita
550000,2,133,3,3,Porto, Ramalde  
125000,2,123,0,3,Marco de Canaveses, Marco  
379500,2,139,2,3,Porto, Ramalde  
170000,2,98,2,4,Porto, Campanhã  
345000,2,185,4,3,Matosinhos, São Mamede de Infesta e Senhora da Hora  
119000,2,103,2,3,Baião, Campelo e Ovil  
285000,2,93,4,2,Porto, Bonfim  
85000,2,67,1,2,Maia, Cidade da Maia  
269000,2,184,4,4,Paredes, Lordelo  
130000,2,107,2,2,Gondomar, Rio Tinto  
159900,2,106,3,2,Felgueiras, Margaride (Santa Eulália)
129500,2,75,1,2,Paços de Ferreira, Paços de Ferreira  
600000,2,217,2,1,Porto, Cedofeita
615000,2,225,3,1,Porto, Cedofeita
380000,2,75,2,2,Porto, Cedofeita
125000,2,109,2,2,Penafiel, Sebolido  
139000,2,91,1,3,Valongo, Valongo  
310000,2,90,2,2,Porto, Paranhos  
170000,2,111,3,3,Penafiel, Penafiel  
155000,2,97,2,3,Gondomar, Gondomar (São Cosme)
158000,2,139,2,3,Felgueiras, Margaride (Santa Eulália)
189500,2,139,2,3,Felgueiras, Margaride (Santa Eulália)
213000,2,75,2,2,Póvoa de Varzim, Póvoa de Varzim
179900,2,88,2,2,Vila Nova de Gaia, Gulpilhares e Valadares  
315000,2,182,4,4,Matosinhos, São Mamede de Infesta e Senhora da Hora  
179000,2,140,2,3,Valongo, Valongo  
420000,2,94,2,3,Porto, Aldoar
228000,2,62,1,1,Porto, Paranhos  
219000,2,60,1,1,Porto, Paranhos  
222000,2,60,1,1,Porto, Paranhos  
350000,2,96,2,2,Porto, Paranhos  
212000,2,52,1,1,Porto, Paranhos  
365000,2,96,2,2,Porto, Paranhos  
215000,2,52,1,1,Porto, Paranhos  
218000,2,52,1,1,Porto, Paranhos  
237000,2,60,1,1,Porto, Paranhos  
240000,2,60,1,1,Porto, Paranhos  
375000,2,86,2,2,Porto, Bonfim  
305000,2,180,1,4,Porto, Paranhos  
223000,2,108,1,3,Porto, Ramalde  
245000,2,87,2,1,Porto, Paranhos  
215000,2,93,1,3,Porto, Ramalde  
175000,2,141,2,3,Paredes, Duas Igrejas  
289900,2,98,2,2,Porto, Ramalde  
189900,2,74,1,1,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
190000,2,87,2,3,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
169900,2,164,3,4,Paredes, Lordelo  
140000,2,106,2,3,Trofa, Bougado (São Martinho e Santiago)  
362500,2,85,2,2,Matosinhos, Matosinhos e Leça da Palmeira  
1050000,2,219,5,4,Porto, Lordelo do Ouro e Massarelos  
1100000,2,219,5,4,Porto, Lordelo do Ouro e Massarelos  
380000,2,220,2,4,Matosinhos, São Mamede de Infesta e Senhora da Hora  
132000,2,112,2,2,Paços de Ferreira, Carvalhosa  
136000,2,76,2,3,Paços de Ferreira, Carvalhosa  
114000,2,85,1,2,Gondomar, Fânzeres e São Pedro da Cova  
141000,2,77,1,1,Gondomar, Rio Tinto  
256500,2,139,3,3,Porto, Cedofeita
68000,2,76,1,3,Porto, Campanhã  
290000,2,98,2,2,Porto, Ramalde  
200000,2,71,1,1,Vila Nova de Gaia, Madalena  
280000,2,285,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
260000,2,87,2,2,Porto, Paranhos  
245000,2,87,2,2,Porto, Paranhos  
155000,2,108,2,3,Felgueiras, Friande  
1080000,2,213,3,4,Matosinhos, Matosinhos e Leça da Palmeira  
310000,2,129,3,3,Vila Nova de Gaia, Canidelo  
225000,2,41,0,1,Matosinhos, Matosinhos e Leça da Palmeira  
455000,2,98,0,2,Matosinhos, Matosinhos e Leça da Palmeira  
605000,2,118,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
590000,2,118,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
565000,2,122,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
385000,2,89,0,2,Matosinhos, Matosinhos e Leça da Palmeira  
760000,2,160,0,4,Matosinhos, Matosinhos e Leça da Palmeira  
625000,2,118,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
610000,2,118,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
585000,2,122,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
395000,2,89,0,2,Matosinhos, Matosinhos e Leça da Palmeira  
795000,2,160,0,4,Matosinhos, Matosinhos e Leça da Palmeira  
645000,2,118,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
630000,2,118,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
605000,2,122,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
405000,2,89,0,2,Matosinhos, Matosinhos e Leça da Palmeira  
690000,2,158,0,4,Matosinhos, Matosinhos e Leça da Palmeira  
550000,2,118,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
540000,2,118,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
195000,2,45,0,0,Matosinhos, Matosinhos e Leça da Palmeira  
290000,2,62,0,1,Matosinhos, Matosinhos e Leça da Palmeira  
270000,2,55,0,1,Matosinhos, Matosinhos e Leça da Palmeira  
280000,2,62,0,1,Matosinhos, Matosinhos e Leça da Palmeira  
440000,2,129,0,1,Matosinhos, Matosinhos e Leça da Palmeira  
710000,2,158,0,4,Matosinhos, Matosinhos e Leça da Palmeira  
565000,2,118,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
545000,2,122,0,3,Matosinhos, Matosinhos e Leça da Palmeira  
375000,2,89,0,2,Matosinhos, Matosinhos e Leça da Palmeira  
195000,2,35,0,0,Matosinhos, Matosinhos e Leça da Palmeira  
360000,2,137,3,3,Matosinhos, Perafita
215000,2,86,1,1,Porto, Ramalde  
194900,2,69,1,1,Matosinhos, Matosinhos e Leça da Palmeira  
823200,2,231,4,4,Porto, Campanhã  
150000,2,65,1,2,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
400000,2,172,3,3,Porto, Paranhos  
599900,2,201,4,4,Porto, Lordelo do Ouro e Massarelos  
176000,2,90,2,2,Gondomar, Fânzeres e São Pedro da Cova  
138500,2,99,1,3,Valongo, Ermesinde  
190000,2,156,3,3,Lousada, Silvares
185000,2,166,3,3,Lousada, Silvares
185000,2,154,3,3,Lousada, Silvares
180000,2,143,3,3,Lousada, Silvares
190000,2,164,3,3,Lousada, Silvares
195000,2,156,3,3,Lousada, Silvares
200000,2,156,3,3,Lousada, Silvares
795000,2,178,4,3,Porto, Lordelo do Ouro e Massarelos  
430000,2,96,2,1,Porto, Lordelo do Ouro e Massarelos  
540000,2,119,3,2,Porto, Lordelo do Ouro e Massarelos  
740000,2,157,4,3,Porto, Lordelo do Ouro e Massarelos  
560000,2,119,3,2,Porto, Lordelo do Ouro e Massarelos  
1030000,2,217,4,4,Porto, Lordelo do Ouro e Massarelos  
775000,2,157,4,3,Porto, Lordelo do Ouro e Massarelos  
1590000,2,280,5,4,Porto, Lordelo do Ouro e Massarelos  
545000,2,109,3,2,Porto, Lordelo do Ouro e Massarelos  
570000,2,157,4,2,Porto, Lordelo do Ouro e Massarelos  
210000,2,126,2,3,Felgueiras, Friande  
230000,2,105,2,3,Felgueiras, Friande  
518000,2,84,0,2,Porto, Cedofeita
568000,2,108,0,2,Porto, Cedofeita
514000,2,84,2,2,Porto, Cedofeita
658000,2,107,2,2,Porto, Cedofeita
412000,2,74,2,2,Porto, Cedofeita
389000,2,70,2,2,Porto, Cedofeita
520000,2,82,2,2,Porto, Cedofeita
668000,2,109,2,2,Porto, Cedofeita
494000,2,83,2,2,Porto, Cedofeita
504000,2,84,2,2,Porto, Cedofeita
524000,2,79,2,2,Porto, Cedofeita
600000,2,94,2,2,Porto, Cedofeita
491000,2,79,2,2,Porto, Cedofeita
492000,2,80,2,2,Porto, Cedofeita
518000,2,76,2,2,Porto, Cedofeita
558000,2,81,2,2,Porto, Cedofeita
200000,2,126,2,3,Felgueiras, Friande  
190000,2,126,2,3,Felgueiras, Friande  
326000,2,105,2,3,Maia, Cidade da Maia  
130000,2,39,1,0,Maia, Cidade da Maia  
283000,2,84,3,3,Maia, Cidade da Maia  
370000,2,105,3,3,Maia, Cidade da Maia  
130000,2,40,1,0,Maia, Cidade da Maia  
337000,2,106,2,3,Maia, Cidade da Maia  
326000,2,111,2,3,Maia, Cidade da Maia  
288000,2,110,2,2,Maia, Cidade da Maia  
360000,2,111,3,3,Maia, Cidade da Maia  
326000,2,110,3,3,Maia, Cidade da Maia  
332000,2,106,2,3,Maia, Cidade da Maia  
283000,2,87,2,2,Maia, Cidade da Maia  
370000,2,111,3,3,Maia, Cidade da Maia  
170000,2,76,1,2,Matosinhos, São Mamede de Infesta e Senhora da Hora  
450000,2,116,3,2,Porto, Cedofeita
225000,2,172,2,3,Felgueiras, Macieira da Lixa e Caramos  
230000,2,188,2,3,Felgueiras, Macieira da Lixa e Caramos  
240000,2,84,2,2,Maia, Cidade da Maia  
288000,2,98,2,2,Maia, Cidade da Maia  
347000,2,114,2,3,Maia, Cidade da Maia  
240000,2,83,2,2,Maia, Cidade da Maia  
255000,2,98,2,2,Maia, Cidade da Maia  
105000,2,48,1,1,Matosinhos, Perafita
250000,2,123,2,3,Paços de Ferreira, Paços de Ferreira  
96900,2,77,1,2,Santo Tirso, São Tomé Negrelos  
375000,2,139,2,3,Matosinhos, Matosinhos e Leça da Palmeira  
150000,2,88,1,2,Vila do Conde, Vila do Conde  
98000,2,80,1,2,Felgueiras, Torrados e Sousa  
286000,2,72,2,2,Porto, Bonfim  
139000,2,90,1,2,Santo Tirso, Santo Tirso
290000,2,167,3,3,Vila Nova de Gaia, Canidelo  
190000,2,80,3,2,Gondomar, Fânzeres e São Pedro da Cova  
159000,2,120,2,3,Porto, Campanhã  
347000,2,100,2,2,Matosinhos, Matosinhos e Leça da Palmeira  
117000,2,180,1,2,Marco de Canaveses, Marco  
133000,2,84,0,2,Gondomar, Fânzeres e São Pedro da Cova  
340000,2,90,2,2,Porto, Paranhos  
475000,2,107,2,2,Porto, Paranhos  
132000,2,87,1,2,Valongo, Valongo  
425000,2,177,5,4,Maia, Cidade da Maia  
257000,2,92,2,2,Porto, Paranhos  
262000,2,92,2,2,Porto, Paranhos  
272000,2,92,2,2,Porto, Paranhos  
277000,2,92,2,2,Porto, Paranhos  
240000,2,75,1,2,Porto, Paranhos  
380000,2,102,2,3,Porto, Paranhos  
280000,2,135,2,3,Gondomar, Rio Tinto  
135000,2,156,2,3,Paços de Ferreira, Freamunde  
180000,2,89,2,3,Penafiel, Penafiel  
112000,2,115,2,3,Lousada, Torno  
285000,2,145,3,3,Maia, Pedrouços  
345000,2,121,3,3,Maia, Cidade da Maia  
550000,2,285,3,3,Matosinhos, Perafita
375000,2,124,2,3,Matosinhos, Matosinhos e Leça da Palmeira  
159000,2,46,1,0,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
339000,2,138,2,3,Vila Nova de Gaia, Oliveira do Douro  
170000,2,130,3,3,Vila Nova de Gaia, Canelas  
185000,2,80,3,2,Gondomar, Fânzeres e São Pedro da Cova  
148000,2,112,0,2,Marco de Canaveses, Marco  
152000,2,112,0,2,Marco de Canaveses, Marco  
151000,2,112,0,2,Marco de Canaveses, Marco  
149000,2,96,0,2,Marco de Canaveses, Marco  
173000,2,141,0,3,Marco de Canaveses, Marco  
171000,2,141,0,3,Marco de Canaveses, Marco  
172000,2,141,0,3,Marco de Canaveses, Marco  
180000,2,43,1,0,Porto, Paranhos  
170000,2,35,1,0,Porto, Paranhos  
400000,2,156,3,4,Porto, Bonfim  
195000,2,80,1,2,Matosinhos, Matosinhos e Leça da Palmeira  
115000,2,105,0,2,Penafiel, Oldrões  
250000,2,99,2,2,Porto, Ramalde  
225000,2,85,2,2,Porto, Ramalde  
195000,2,88,2,1,Porto, Ramalde  
185000,2,82,2,1,Porto, Ramalde  
255000,2,115,2,3,Porto, Paranhos  
460000,2,125,3,3,Porto, Bonfim  
455000,2,119,3,3,Porto, Bonfim  
440000,2,125,3,3,Porto, Bonfim  
445000,2,125,3,3,Porto, Bonfim  
450000,2,125,3,3,Porto, Bonfim  
455000,2,125,3,3,Porto, Bonfim  
545000,2,152,3,3,Porto, Lordelo do Ouro e Massarelos  
319000,2,102,2,2,Porto, Paranhos  
460000,2,195,2,5,Porto, Lordelo do Ouro e Massarelos  
140000,2,135,2,3,Felgueiras, Macieira da Lixa e Caramos  
145000,2,82,1,2,Valongo, Valongo  
250000,2,129,1,0,Porto, Paranhos  
375000,2,104,2,3,Matosinhos, Matosinhos e Leça da Palmeira  
249000,2,112,2,2,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
175000,2,102,2,2,Maia, Cidade da Maia  
420000,2,158,3,3,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
140000,2,96,1,2,Vila Nova de Gaia, Avintes  
290000,2,72,2,2,Porto, Bonfim  
260000,2,85,1,0,Porto, Bonfim  
315000,2,69,1,1,Porto, Cedofeita
255000,2,73,1,1,Porto, Cedofeita
310000,2,102,1,1,Porto, Cedofeita
245000,2,61,1,1,Porto, Cedofeita
273000,2,67,1,1,Porto, Cedofeita
250000,2,68,1,1,Porto, Cedofeita
300000,2,62,1,0,Porto, Bonfim  
100000,2,79,1,2,Paredes, Paredes  
225000,2,109,3,3,Gondomar, Fânzeres e São Pedro da Cova  
175000,2,61,1,1,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
175000,2,53,1,1,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
320000,2,108,2,3,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
190000,2,40,1,1,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
184000,2,35,1,0,Porto, Paranhos  
180000,2,91,2,2,Gondomar, Fânzeres e São Pedro da Cova  
220000,2,93,2,2,Vila Nova de Gaia, Madalena  
175000,2,91,2,2,Gondomar, Fânzeres e São Pedro da Cova  
299000,2,116,-2,3,Porto, Bonfim  
199000,2,63,1,1,Porto, Bonfim  
850000,2,174,3,3,Porto, Lordelo do Ouro e Massarelos  
155000,2,106,2,3,Amarante, Amarante (São Gonçalo)
159000,2,42,1,1,Porto, Cedofeita
249700,2,88,3,2,Matosinhos, Custóias
301700,2,108,3,3,Matosinhos, Custóias
124800,2,46,1,0,Matosinhos, Custóias
270500,2,107,4,3,Matosinhos, Custóias
239300,2,88,3,2,Matosinhos, Custóias
254900,2,88,3,2,Matosinhos, Custóias
353700,2,108,4,3,Matosinhos, Custóias
254900,2,81,3,2,Matosinhos, Custóias
353700,2,107,3,3,Matosinhos, Custóias
246600,2,87,3,2,Matosinhos, Custóias
270500,2,99,3,2,Matosinhos, Custóias
256400,2,88,3,2,Matosinhos, Custóias
355300,2,108,4,3,Matosinhos, Custóias
256400,2,81,3,2,Matosinhos, Custóias
355300,2,107,4,3,Matosinhos, Custóias
284100,2,87,3,2,Matosinhos, Custóias
147200,2,49,1,0,Matosinhos, Custóias
272000,2,99,3,2,Matosinhos, Custóias
258000,2,88,3,2,Matosinhos, Custóias
356800,2,108,4,3,Matosinhos, Custóias
258000,2,81,3,2,Matosinhos, Custóias
356800,2,107,4,3,Matosinhos, Custóias
249700,2,87,3,2,Matosinhos, Custóias
273600,2,99,3,2,Matosinhos, Custóias
358400,2,108,4,3,Matosinhos, Custóias
358400,2,107,4,3,Matosinhos, Custóias
359900,2,107,4,3,Matosinhos, Custóias
252800,2,87,3,2,Matosinhos, Custóias
442100,2,132,4,3,Matosinhos, Custóias
410900,2,131,4,3,Matosinhos, Custóias
555000,2,156,3,3,Matosinhos, Matosinhos e Leça da Palmeira  
575000,2,160,3,3,Matosinhos, Matosinhos e Leça da Palmeira  
137500,2,62,1,1,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
290000,2,129,3,3,Vila Nova de Gaia, Mafamude e Vilar do Paraíso  
1250000,2,178,4,3,Porto, Aldoar
1226550,2,188,4,3,Porto, Aldoar
1425000,2,215,5,4,Porto, Aldoar
1250000,2,170,4,3,Porto, Aldoar
1225000,2,181,4,3,Porto, Aldoar
1557725,2,239,5,4,Porto, Aldoar
995000,2,139,3,2,Porto, Aldoar
132500,2,86,1,2,Marco de Canaveses, Marco  
142500,2,87,1,2,Marco de Canaveses, Marco  
472500,2,148,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
399000,2,128,3,3,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
585400,2,153,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
406900,2,128,3,3,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
462000,2,148,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
456800,2,148,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
467300,2,148,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
556500,2,148,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
561800,2,148,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
490950,2,148,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
763900,2,183,3,3,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
779700,2,222,3,3,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
763950,2,153,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
498800,2,153,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
506700,2,153,3,4,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
729800,2,116,3,3,Vila Nova de Gaia, Santa Marinha e São Pedro da Afurada  
195000,2,155,3,3,Lousada, Silvares
197000,2,155,3,3,Lousada, Silvares
200000,2,155,3,3,Lousada, Silvares
204000,2,155,3,3,Lousada, Silvares
198000,2,155,3,3,Lousada, Silvares
204000,2,189,3,3,Lousada, Silvares
238000,2,242,2,3,Maia, Cidade da Maia  
415000,2,183,3,3,Porto, Lordelo do Ouro e Massarelos  
170000,2,76,4,3,Vila Nova de Gaia, Canelas  
189000,2,63,1,1,Porto, Paranhos  
191500,2,63,1,1,Porto, Paranhos  
