,Price,Address,Prop_type,Size,Bath,Bed
101, 220 000 € ," Lisboa -   Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo  ",Condo/Apartment,  66 m2 ,  1 ,  2 
102, 179 000 € ," Lisboa -   Amadora, Venteira  ",Condo/Apartment,  60 m2 ,  1 ,  2 
103, 145 000 € ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Condo/Apartment,  70 m2 ,  1 ,  2 
104, 90 000 € ," Lisboa -   Alenquer, Carregado e Cadafais  ",Condo/Apartment,  64 m2 ,  1 ,  1 
105, 199 900 € ," Lisboa -   Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  ",Condo/Apartment,  78 m2 ,  2 ,  2 
106, 205 000 € ," Lisboa -   Oeiras, Barcarena  ",Condo/Apartment,  105 m2 ,  1 ,  2 
107, 110 000 € ," Lisboa -   Loures, Santa Iria de Azoia, São João da Talha e Bobadela  ",Condo/Apartment,  71 m2 ,  1 ,  1 
108, 135 000 € ," Lisboa -   Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  ",Condo/Apartment,  65 m2 ,  2 ,  4 
109, 235 000 € ," Lisboa -   Lisboa, Penha de França  ",Condo/Apartment,  77 m2 ,  1 ,  2 
110, 144 900 € ," Lisboa -   Amadora, Venteira  ",Condo/Apartment,  73 m2 ,  1 ,  2 
111, 199 000 € ," Lisboa -   Loures, Santa Iria de Azoia, São João da Talha e Bobadela  ",Condo/Apartment,  56 m2 ,  1 ,  2 
112, 189 500 € ," Lisboa -   Amadora, Falagueira - Venda Nova  ",Condo/Apartment,  75 m2 ,  2 ,  3 
113, 165 000 € ," Lisboa -   Oeiras, Barcarena  ",Condo/Apartment,  80 m2 ,  1 ,  1 
114, 155 000 € ," Lisboa -   Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães  ",Condo/Apartment,  88 m2 ,  2 ,  3 
115, 174 500 € ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  47 m2 ,  1 ,  1 
116, 239 000 € ," Lisboa -   Amadora, Venteira  ",Condo/Apartment,  100 m2 ,  4 ,  3 
117, 128 000 € ," Lisboa -   Vila Franca de Xira, Vialonga  ",Condo/Apartment,  72 m2 ,  1 ,  3 
118, 95 000 € ," Lisboa -   Vila Franca de Xira, Vialonga  ",Condo/Apartment,  61 m2 ,  1 ,  2 
119, 137 000 € ," Lisboa -   Amadora, Falagueira - Venda Nova  ",Condo/Apartment,  48 m2 ,  1 ,  1 
120, 193 000 € ," Lisboa -   Amadora, Águas Livres  ",Condo/Apartment,  72 m2 ,  1 ,  2 
121, 175 000 € ," Lisboa -   Amadora, Venteira  ",Condo/Apartment,  65 m2 ,  1 ,  2 
122, 190 000 € ," Lisboa -   Loures, Santo António dos Cavaleiros e Frielas  ",Condo/Apartment,  77 m2 ,  1 ,  3 
123, 249 000 € ," Lisboa -   Lisboa, Estrela  ",Condo/Apartment,  35 m2 ,  1 ,  1 
124, 192 000 € ," Lisboa -   Odivelas, Póvoa de Santo Adrião e Olival Basto  ",Condo/Apartment,  116 m2 ,  1 ,  2 
125, 189 000 € ," Lisboa -   Lisboa, Lumiar  ",Condo/Apartment,  38 m2 ,  1 ,  0 
126, 155 000 € ," Lisboa -   Loures, Santa Iria de Azoia, São João da Talha e Bobadela  ",Condo/Apartment,  87 m2 ,  1 ,  2 
127, 195 000 € ," Lisboa -   Loures, Santo António dos Cavaleiros e Frielas  ",Condo/Apartment,  61 m2 ,  2 ,  3 
128, 200 000 € ," Lisboa -   Cascais, Carcavelos e Parede  ",Condo/Apartment,  67 m2 ,  1 ,  2 
129, 235 000 € ," Lisboa -   Oeiras, Carnaxide e Queijas  ",Condo/Apartment,  84 m2 ,  1 ,  2 
130, 158 000 € ," Lisboa -   Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães  ",Condo/Apartment,  60 m2 ,  1 ,  2 
131, 160 000 € ," Lisboa -   Odivelas, Pontinha e Famões  ",Condo/Apartment,  60 m2 ,  1 ,  2 
132, 170 000 € ," Lisboa -   Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras  ",Condo/Apartment,  124 m2 ,  2 ,  4 
133, 120 000 € ," Lisboa -   Amadora, Águas Livres  ",Condo/Apartment,  48 m2 ,  1 ,  1 
134, 155 000 € ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Condo/Apartment,  86 m2 ,  1 ,  2 
135, 175 000 € ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Condo/Apartment,  115 m2 ,  1 ,  2 
136, 82 000 € ," Lisboa -   Torres Vedras, Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães  ",Condo/Apartment,  43 m2 ,  1 ,  1 
137, 162 000 € ," Lisboa -   Torres Vedras, Ventosa  ",Condo/Apartment,  109 m2 ,  2 ,  3 
138, 192 500 € ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Condo/Apartment,  114 m2 ,  1 ,  2 
139, 120 000 € ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  58 m2 ,  1 ,  1 
140, 105 000 € ," Lisboa -   Odivelas, Póvoa de Santo Adrião e Olival Basto  ",Condo/Apartment,  70 m2 ,  1 ,  2 
141, 245 000 € ," Lisboa -   Sintra, Rio de Mouro  ",Condo/Apartment,  87 m2 ,  1 ,  1 
142, 240 000 € ," Lisboa -   Sintra, Rio de Mouro  ",Condo/Apartment,  83 m2 ,  1 ,  1 
143, 235 000 € ," Lisboa -   Sintra, Rio de Mouro  ",Condo/Apartment,  70 m2 ,  1 ,  1 
144, 210 000 € ," Lisboa -   Lisboa, Beato  ",Condo/Apartment,  50 m2 ,  1 ,  2 
145, 210 000 € ," Lisboa -   Cascais, Carcavelos e Parede  ",Condo/Apartment,  70 m2 ,  1 ,  1 
