Size,Bath,Bed,City_Cascais,City_Lisboa,City_Other,City_Porto,City_Sintra,good_prop
69,2,2,0,0,0,1,0,0
69,2,2,0,0,0,1,0,0
61,1,1,0,0,0,1,0,0
86,1,2,0,0,1,0,0,1
80,1,2,0,0,1,0,0,1
104,2,2,0,0,1,0,0,1
120,2,3,0,0,1,0,0,1
53,1,2,0,0,0,1,0,0
96,1,1,0,0,0,1,0,0
89,2,3,0,0,1,0,0,1
141,2,3,0,0,1,0,0,1
112,1,2,0,0,1,0,0,1
92,2,2,0,0,1,0,0,1
105,3,3,0,0,1,0,0,1
80,3,2,0,0,1,0,0,1
118,2,3,0,0,1,0,0,1
167,3,3,0,0,1,0,0,1
113,2,3,0,0,1,0,0,1
64,1,2,0,0,0,1,0,0
110,2,3,0,0,1,0,0,1
96,2,3,0,0,1,0,0,0
102,2,2,0,0,1,0,0,1
118,2,3,0,0,1,0,0,1
80,2,2,0,0,1,0,0,1
120,3,2,0,0,1,0,0,1
61,1,1,0,0,1,0,0,0
79,2,2,0,0,1,0,0,0
101,2,2,0,0,1,0,0,1
86,2,2,0,0,1,0,0,1
80,2,2,0,0,1,0,0,0
74,1,1,0,0,1,0,0,0
120,2,3,0,0,1,0,0,1
155,6,3,0,0,1,0,0,1
77,1,2,0,0,1,0,0,1
115,3,2,0,0,1,0,0,1
144,4,3,0,0,0,1,0,0
138,2,3,0,0,1,0,0,1
93,2,2,0,0,0,1,0,0
101,2,2,0,0,1,0,0,1
79,2,2,0,0,1,0,0,1
87,1,3,0,0,1,0,0,0
112,2,3,0,0,1,0,0,1
84,1,2,0,0,1,0,0,0
279,4,4,0,0,1,0,0,0
88,1,2,0,0,1,0,0,1
68,1,3,0,0,1,0,0,1
100,2,3,0,0,1,0,0,1
71,1,2,0,0,1,0,0,0
115,4,3,0,0,1,0,0,1
159,2,3,0,0,1,0,0,1
64,1,2,0,0,0,1,0,0
74,1,1,0,0,0,1,0,0
77,2,2,0,0,0,1,0,0
66,2,2,0,0,0,1,0,0
103,2,3,0,0,1,0,0,1
124,2,3,0,0,1,0,0,0
119,2,2,0,0,0,1,0,0
45,1,1,0,0,1,0,0,0
84,1,2,0,0,1,0,0,1
143,2,3,0,0,1,0,0,1
129,2,3,0,0,1,0,0,1
63,1,1,0,0,1,0,0,0
97,2,2,0,0,1,0,0,0
48,1,1,0,0,1,0,0,0
133,2,2,0,0,0,1,0,1
130,2,2,0,0,1,0,0,1
182,3,4,0,0,1,0,0,1
69,2,1,0,0,1,0,0,1
55,2,1,0,0,0,1,0,0
96,1,2,0,0,1,0,0,1
100,2,2,0,0,1,0,0,1
95,2,2,0,0,1,0,0,1
109,2,3,0,0,1,0,0,1
158,3,3,0,0,1,0,0,0
214,2,3,0,0,0,1,0,1
158,3,3,0,0,1,0,0,0
51,1,1,0,0,1,0,0,0
88,2,2,0,0,1,0,0,1
78,1,2,0,0,1,0,0,1
72,1,2,0,0,1,0,0,0
90,2,2,0,0,1,0,0,1
101,2,2,0,0,1,0,0,1
126,2,3,0,0,1,0,0,1
83,1,3,0,0,0,1,0,1
91,1,2,0,0,1,0,0,1
142,4,3,0,0,1,0,0,0
83,2,2,0,0,0,1,0,0
148,2,3,0,0,1,0,0,1
100,2,2,0,0,1,0,0,0
89,2,2,0,0,1,0,0,0
92,1,2,0,0,1,0,0,1
111,2,2,0,0,1,0,0,1
87,2,2,0,0,1,0,0,0
127,3,3,0,0,1,0,0,0
100,2,2,0,0,1,0,0,0
122,2,3,0,0,1,0,0,0
104,2,2,0,0,1,0,0,0
135,2,3,0,0,0,1,0,0
82,1,2,0,0,1,0,0,1
130,2,3,0,0,1,0,0,1
111,2,2,0,0,1,0,0,1
120,3,2,0,0,1,0,0,1
87,1,2,0,0,1,0,0,1
81,2,2,0,0,1,0,0,1
109,2,3,0,0,1,0,0,1
130,2,4,0,0,1,0,0,1
149,3,3,0,0,1,0,0,0
88,2,3,0,0,1,0,0,1
58,1,1,0,0,1,0,0,0
57,1,1,0,0,0,1,0,1
148,3,3,0,0,1,0,0,0
95,2,3,0,0,0,1,0,0
103,1,2,0,0,1,0,0,1
100,2,3,0,0,1,0,0,1
116,2,3,0,0,1,0,0,0
68,1,2,0,0,1,0,0,0
94,2,2,0,0,1,0,0,1
66,1,2,0,0,0,1,0,0
85,1,2,0,0,0,1,0,0
106,2,3,0,0,0,1,0,1
74,1,1,0,0,1,0,0,0
70,2,2,0,0,1,0,0,1
90,1,2,0,0,1,0,0,1
138,4,3,0,0,1,0,0,1
54,1,2,0,0,1,0,0,1
180,2,3,0,0,1,0,0,1
68,1,2,0,0,1,0,0,1
69,2,2,0,0,1,0,0,1
90,2,3,0,0,1,0,0,0
75,1,2,0,0,1,0,0,1
82,2,2,0,0,1,0,0,1
125,3,3,0,0,1,0,0,1
44,1,1,0,0,1,0,0,0
94,2,2,0,0,1,0,0,1
100,2,3,0,0,1,0,0,0
160,3,3,0,0,0,1,0,0
106,1,2,0,0,1,0,0,1
73,2,3,0,0,1,0,0,1
101,2,2,0,0,1,0,0,0
125,2,3,0,0,1,0,0,1
108,2,2,0,0,1,0,0,1
73,1,2,0,0,1,0,0,0
85,1,1,0,0,1,0,0,0
97,2,2,0,0,1,0,0,1
135,3,3,0,0,1,0,0,1
131,2,3,0,0,0,1,0,0
65,1,2,0,0,1,0,0,1
136,2,3,0,0,1,0,0,0
147,3,3,0,0,1,0,0,0
133,3,3,0,0,1,0,0,1
89,2,2,0,0,1,0,0,1
110,2,3,0,0,1,0,0,0
153,3,4,0,0,0,1,0,0
89,1,2,0,0,1,0,0,0
104,2,3,0,0,1,0,0,1
112,2,3,0,0,1,0,0,1
129,2,3,0,0,0,1,0,0
140,2,3,0,0,1,0,0,1
66,1,2,0,0,1,0,0,0
54,2,2,0,0,1,0,0,1
131,2,2,0,0,1,0,0,0
189,3,3,0,0,1,0,0,1
158,3,3,0,0,0,1,0,1
104,2,2,0,0,1,0,0,1
126,4,4,0,0,0,1,0,1
93,1,2,0,0,1,0,0,0
57,1,1,0,0,1,0,0,1
123,3,3,0,0,0,1,0,0
78,2,2,0,0,0,1,0,1
127,2,3,0,0,1,0,0,1
101,2,3,0,0,1,0,0,1
95,2,2,0,0,1,0,0,1
74,1,2,0,0,1,0,0,1
97,2,2,0,0,1,0,0,1
96,3,3,0,0,1,0,0,1
60,1,1,0,0,0,1,0,1
55,2,1,0,0,0,1,0,0
155,2,3,0,0,1,0,0,1
57,1,1,0,0,0,1,0,1
72,1,1,0,0,1,0,0,1
94,1,2,0,0,1,0,0,1
90,1,2,0,0,1,0,0,0
65,1,1,0,0,1,0,0,1
125,2,2,0,0,1,0,0,1
161,3,4,0,0,1,0,0,0
103,2,2,0,0,1,0,0,1
101,20,2,0,0,1,0,0,1
147,4,3,0,0,1,0,0,0
135,2,3,0,0,1,0,0,1
175,4,3,0,0,1,0,0,0
133,3,3,0,0,0,1,0,0
118,2,3,0,0,0,1,0,0
134,3,2,0,0,0,1,0,0
110,2,2,0,0,0,1,0,0
104,2,2,0,0,0,1,0,0
115,2,2,0,0,0,1,0,0
108,2,2,0,0,0,1,0,0
115,2,2,0,0,0,1,0,0
108,2,2,0,0,0,1,0,0
133,3,3,0,0,0,1,0,0
118,2,3,0,0,0,1,0,0
115,2,2,0,0,1,0,0,1
100,3,2,0,0,1,0,0,0
84,1,2,0,0,1,0,0,1
126,2,3,0,0,1,0,0,1
129,2,2,0,0,0,1,0,0
87,2,1,0,0,1,0,0,1
69,3,1,0,0,0,1,0,0
53,1,1,0,0,0,1,0,0
53,1,1,0,0,0,1,0,0
77,1,2,0,0,1,0,0,0
93,1,2,0,0,1,0,0,0
147,2,3,0,0,1,0,0,1
154,2,3,0,0,1,0,0,1
93,2,3,0,0,1,0,0,1
81,2,2,0,0,1,0,0,0
103,3,2,0,0,1,0,0,1
152,3,2,0,0,1,0,0,1
117,3,2,0,0,1,0,0,1
102,3,2,0,0,1,0,0,1
88,1,2,0,0,1,0,0,0
95,1,2,0,0,1,0,0,1
69,1,2,0,0,1,0,0,1
216,4,4,0,0,1,0,0,1
115,2,3,0,0,1,0,0,1
65,1,2,0,0,1,0,0,1
94,2,3,0,0,1,0,0,1
76,1,2,0,0,1,0,0,1
96,2,1,0,0,1,0,0,1
50,1,1,0,0,1,0,0,0
155,3,5,0,0,0,1,0,0
131,3,3,0,0,0,1,0,1
84,2,2,0,0,0,1,0,1
120,1,3,0,0,1,0,0,1
119,2,3,0,0,0,1,0,0
46,1,1,0,0,0,1,0,0
104,3,3,0,0,1,0,0,0
113,2,2,0,0,1,0,0,1
103,2,2,0,0,0,1,0,1
101,2,2,0,0,1,0,0,1
137,2,3,0,0,0,1,0,1
100,2,3,0,0,1,0,0,1
88,2,2,0,0,1,0,0,0
138,2,3,0,0,1,0,0,0
87,1,2,0,0,1,0,0,1
90,6,3,0,0,1,0,0,1
102,2,2,0,0,1,0,0,1
86,4,3,0,0,1,0,0,1
81,1,2,0,0,1,0,0,1
57,1,1,0,0,1,0,0,0
100,1,2,0,0,1,0,0,1
118,2,3,0,0,1,0,0,1
110,2,3,0,0,1,0,0,1
75,1,2,0,0,0,1,0,0
75,1,2,0,0,0,1,0,0
52,1,1,0,0,0,1,0,0
67,1,1,0,0,0,1,0,0
40,1,1,0,0,0,1,0,0
74,1,2,0,0,1,0,0,1
78,1,2,0,0,1,0,0,1
136,3,2,0,0,1,0,0,1
148,4,3,0,0,0,1,0,0
173,3,3,0,0,1,0,0,0
82,1,2,0,0,1,0,0,1
106,2,2,0,0,1,0,0,1
53,1,1,0,0,0,1,0,0
40,1,1,0,0,0,1,0,0
46,1,1,0,0,0,1,0,0
46,1,1,0,0,0,1,0,0
191,4,4,0,0,1,0,0,0
129,2,3,0,0,1,0,0,1
176,3,3,0,0,1,0,0,1
107,2,3,0,0,1,0,0,0
147,2,3,0,0,1,0,0,1
106,2,2,0,0,1,0,0,1
108,2,2,0,0,1,0,0,1
45,1,1,0,0,1,0,0,0
86,2,2,0,0,1,0,0,1
137,3,4,0,0,1,0,0,1
132,2,3,0,0,1,0,0,1
108,2,3,0,0,1,0,0,1
52,1,1,0,0,0,1,0,0
198,3,4,0,0,1,0,0,0
162,2,3,0,0,1,0,0,1
139,2,3,0,0,1,0,0,1
114,2,2,0,0,1,0,0,1
115,2,2,0,0,1,0,0,0
102,2,2,0,0,1,0,0,1
282,6,6,0,0,1,0,0,1
78,1,1,0,0,1,0,0,1
74,1,1,0,0,1,0,0,1
86,2,2,0,0,0,1,0,0
119,2,3,0,0,1,0,0,1
75,2,3,0,0,1,0,0,0
109,3,3,0,0,1,0,0,0
98,1,2,0,0,1,0,0,1
110,2,3,0,0,1,0,0,1
143,3,3,0,0,1,0,0,0
160,3,3,0,0,1,0,0,0
138,3,3,0,0,1,0,0,0
61,1,1,0,0,1,0,0,0
139,2,3,0,0,1,0,0,0
84,1,2,0,0,1,0,0,1
143,3,3,0,0,1,0,0,0
69,2,2,0,0,0,1,0,1
108,2,3,0,0,1,0,0,1
104,1,2,0,0,1,0,0,0
157,3,3,0,0,0,1,0,0
114,1,2,0,0,1,0,0,1
153,3,4,0,0,1,0,0,0
82,1,2,0,0,1,0,0,1
58,1,2,0,0,1,0,0,1
91,1,2,0,0,1,0,0,1
114,2,2,0,0,0,1,0,1
165,3,4,0,0,0,1,0,0
85,1,1,0,0,1,0,0,0
106,2,3,0,0,0,1,0,1
59,1,1,0,0,1,0,0,0
50,1,1,0,0,1,0,0,1
146,3,4,0,0,1,0,0,0
135,2,3,0,0,1,0,0,1
102,2,2,0,0,1,0,0,0
106,2,2,0,0,1,0,0,1
99,2,2,0,0,1,0,0,1
123,2,3,0,0,1,0,0,1
89,1,2,0,0,1,0,0,0
129,3,3,0,0,0,1,0,0
77,3,2,0,0,1,0,0,0
80,3,2,0,0,1,0,0,0
53,2,1,0,0,1,0,0,0
54,2,1,0,0,1,0,0,0
54,2,1,0,0,1,0,0,0
88,3,2,0,0,1,0,0,0
94,3,2,0,0,1,0,0,0
70,2,1,0,0,1,0,0,1
70,2,1,0,0,1,0,0,0
67,2,1,0,0,1,0,0,0
125,3,3,0,0,1,0,0,0
130,2,4,0,0,1,0,0,1
181,2,3,0,0,1,0,0,1
108,2,3,0,0,0,1,0,0
71,1,2,0,0,1,0,0,1
87,2,2,0,0,1,0,0,1
80,2,2,0,0,1,0,0,1
61,1,1,0,0,1,0,0,0
63,1,2,0,0,0,1,0,0
115,2,3,0,0,1,0,0,1
108,2,2,0,0,1,0,0,1
130,2,3,0,0,0,1,0,1
102,2,3,0,0,1,0,0,1
119,2,3,0,0,1,0,0,1
90,2,2,0,0,1,0,0,1
108,2,2,0,0,1,0,0,1
96,2,2,0,0,1,0,0,1
123,3,3,0,0,1,0,0,1
130,3,3,0,0,1,0,0,1
123,3,3,0,0,1,0,0,1
130,3,3,0,0,1,0,0,1
107,2,2,0,0,1,0,0,1
123,3,3,0,0,1,0,0,1
130,3,3,0,0,1,0,0,1
107,2,2,0,0,1,0,0,1
107,2,2,0,0,1,0,0,1
74,1,1,0,0,1,0,0,1
100,2,2,0,0,1,0,0,0
149,2,4,0,0,1,0,0,1
68,1,1,0,0,1,0,0,1
115,1,3,0,0,1,0,0,1
127,2,3,0,0,1,0,0,0
125,3,3,0,0,1,0,0,1
149,3,3,0,0,0,1,0,0
104,2,2,0,0,1,0,0,1
149,3,3,0,0,1,0,0,1
140,4,3,0,0,1,0,0,0
113,2,3,0,0,1,0,0,1
185,3,4,0,0,1,0,0,1
68,1,1,0,0,1,0,0,1
87,2,2,0,0,1,0,0,1
118,2,3,0,0,1,0,0,1
57,1,1,0,0,1,0,0,0
104,2,3,0,0,1,0,0,1
93,2,2,0,0,1,0,0,1
65,1,2,0,0,1,0,0,1
70,1,2,0,0,1,0,0,0
89,2,3,0,0,0,1,0,0
271,3,2,0,0,0,1,0,0
116,2,2,0,0,0,1,0,0
89,2,2,0,0,0,1,0,0
94,2,2,0,0,0,1,0,0
89,2,2,0,0,0,1,0,0
90,2,3,0,0,1,0,0,1
144,3,3,0,0,1,0,0,0
57,1,1,0,0,1,0,0,0
167,3,3,0,0,1,0,0,0
161,3,4,0,0,1,0,0,1
114,3,2,0,0,1,0,0,1
102,2,2,0,0,1,0,0,1
178,2,3,0,0,1,0,0,0
108,1,2,0,0,1,0,0,1
65,1,2,0,0,1,0,0,0
50,1,1,0,0,0,1,0,0
57,1,2,0,0,0,1,0,1
110,2,2,0,0,1,0,0,1
55,1,1,0,0,1,0,0,0
56,1,1,0,0,1,0,0,1
66,2,1,0,0,1,0,0,1
135,2,3,0,0,1,0,0,1
72,2,2,0,0,0,1,0,0
203,3,3,0,0,1,0,0,0
118,2,3,0,0,1,0,0,1
37,1,1,0,0,0,1,0,1
155,3,3,0,0,0,1,0,0
95,2,2,0,0,1,0,0,1
101,1,2,0,0,1,0,0,1
116,3,3,0,0,0,1,0,1
121,3,2,0,0,1,0,0,1
107,2,2,0,0,1,0,0,0
89,1,2,0,0,1,0,0,1
160,3,3,0,0,0,1,0,1
47,1,1,0,0,0,1,0,1
82,3,2,0,0,0,1,0,1
110,2,2,0,0,1,0,0,1
94,2,2,0,0,1,0,0,1
113,2,2,0,0,1,0,0,1
100,2,3,0,0,1,0,0,1
97,2,3,0,0,1,0,0,1
140,2,3,0,0,1,0,0,1
119,2,2,0,0,1,0,0,0
92,1,1,0,0,1,0,0,1
148,2,4,0,0,0,1,0,0
71,1,2,0,0,1,0,0,1
85,1,1,0,0,1,0,0,1
78,1,2,0,0,1,0,0,1
88,2,2,0,0,1,0,0,0
121,2,3,0,0,1,0,0,1
89,2,3,0,0,1,0,0,0
95,1,2,0,0,1,0,0,1
115,2,3,0,0,1,0,0,1
140,2,3,0,0,1,0,0,1
66,2,1,0,0,1,0,0,0
147,4,4,0,0,1,0,0,0
85,1,2,0,0,1,0,0,1
180,3,3,0,0,0,1,0,0
115,2,3,0,0,0,1,0,1
94,1,2,0,0,1,0,0,1
105,3,3,0,0,1,0,0,0
84,1,2,0,0,1,0,0,1
134,2,3,0,0,0,1,0,0
84,1,2,0,0,1,0,0,1
71,1,2,0,0,1,0,0,1
179,2,2,0,0,1,0,0,1
92,1,2,0,0,1,0,0,0
111,2,3,0,0,1,0,0,1
142,2,3,0,0,1,0,0,1
128,2,3,0,0,1,0,0,1
145,3,3,0,0,1,0,0,0
147,3,3,0,0,1,0,0,0
201,4,4,0,0,1,0,0,0
7,2,2,0,0,1,0,0,0
236,2,2,0,0,1,0,0,0
79,2,2,0,0,1,0,0,0
78,2,2,0,0,1,0,0,0
79,2,2,0,0,1,0,0,0
80,2,2,0,0,1,0,0,0
92,1,3,0,0,0,1,0,0
96,1,3,0,0,0,1,0,0
152,2,2,0,0,1,0,0,0
100,2,2,0,0,1,0,0,1
65,1,2,0,0,1,0,0,1
121,1,3,0,0,1,0,0,1
104,2,3,0,0,1,0,0,0
113,3,3,0,0,1,0,0,1
79,1,2,0,0,1,0,0,1
79,1,2,0,0,1,0,0,1
63,2,3,0,0,0,1,0,1
64,1,1,0,0,0,1,0,0
89,2,3,0,0,1,0,0,1
107,2,2,0,0,0,1,0,0
112,2,3,0,0,1,0,0,1
103,4,2,0,0,1,0,0,1
128,2,3,0,0,1,0,0,1
30,1,1,0,0,0,1,0,0
123,2,3,0,0,1,0,0,0
86,2,3,0,0,1,0,0,1
61,1,1,0,0,1,0,0,0
158,3,3,0,0,1,0,0,1
207,4,4,0,0,1,0,0,1
193,4,3,0,0,0,1,0,0
149,3,2,0,0,0,1,0,0
92,2,2,0,0,1,0,0,1
52,1,1,0,0,1,0,0,0
69,1,1,0,0,1,0,0,0
102,1,1,0,0,1,0,0,0
40,1,1,0,0,1,0,0,0
51,1,1,0,0,1,0,0,0
74,1,2,0,0,1,0,0,0
90,2,2,0,0,0,1,0,0
114,2,3,0,0,1,0,0,1
123,2,3,0,0,1,0,0,0
70,1,2,0,0,1,0,0,1
59,1,1,0,0,1,0,0,1
75,1,1,0,0,1,0,0,1
113,2,3,0,0,1,0,0,1
133,2,3,0,0,1,0,0,1
110,2,3,0,0,1,0,0,0
58,1,1,0,0,1,0,0,0
149,2,2,0,0,1,0,0,1
170,3,3,0,0,1,0,0,1
175,3,3,0,0,1,0,0,1
147,4,3,0,0,0,1,0,0
155,4,3,0,0,0,1,0,0
115,3,2,0,0,0,1,0,0
158,4,3,0,0,0,1,0,0
104,3,2,0,0,0,1,0,0
182,4,3,0,0,0,1,0,0
104,3,2,0,0,0,1,0,0
100,3,2,0,0,0,1,0,0
100,3,2,0,0,0,1,0,0
202,4,3,0,0,0,1,0,0
100,3,2,0,0,0,1,0,0
78,1,1,0,0,1,0,0,1
121,3,3,0,0,1,0,0,1
73,2,2,0,0,1,0,0,1
237,4,4,0,0,0,1,0,0
71,1,2,0,0,1,0,0,1
113,2,3,0,0,1,0,0,1
157,3,5,0,0,1,0,0,0
84,2,3,0,0,0,1,0,1
94,2,2,0,0,1,0,0,1
156,2,3,0,0,1,0,0,1
96,2,2,0,0,1,0,0,0
56,1,1,0,0,1,0,0,1
111,2,4,0,0,1,0,0,1
76,1,2,0,0,0,1,0,0
84,2,2,0,0,1,0,0,1
149,2,3,0,0,1,0,0,1
35,1,1,0,0,1,0,0,0
101,2,2,0,0,1,0,0,0
47,1,1,0,0,1,0,0,0
109,2,2,0,0,1,0,0,1
65,1,2,0,0,1,0,0,1
78,2,2,0,0,1,0,0,0
123,2,3,0,0,1,0,0,0
71,1,1,0,0,1,0,0,1
106,2,2,0,0,1,0,0,1
108,2,3,0,0,1,0,0,1
95,2,1,0,0,1,0,0,0
150,1,2,0,0,1,0,0,1
88,2,2,0,0,0,1,0,0
63,2,2,0,0,0,1,0,0
57,1,1,0,0,0,1,0,0
96,1,2,0,0,0,1,0,0
51,1,1,0,0,0,1,0,0
80,1,2,0,0,0,1,0,0
47,1,1,0,0,0,1,0,0
165,2,3,0,0,1,0,0,0
93,2,2,0,0,1,0,0,0
201,3,2,0,0,1,0,0,1
116,2,2,0,0,1,0,0,1
104,2,2,0,0,1,0,0,1
103,2,2,0,0,1,0,0,0
60,1,1,0,0,1,0,0,0
157,1,1,0,0,1,0,0,1
152,3,3,0,0,1,0,0,1
93,2,2,0,0,1,0,0,1
114,2,2,0,0,1,0,0,1
165,3,2,0,0,1,0,0,1
114,2,1,0,0,1,0,0,1
171,3,2,0,0,1,0,0,1
112,2,2,0,0,1,0,0,1
160,3,2,0,0,1,0,0,1
60,1,1,0,0,1,0,0,0
84,2,3,0,0,0,1,0,0
160,3,3,0,0,0,1,0,0
158,3,3,0,0,0,1,0,0
83,2,2,0,0,1,0,0,1
88,1,2,0,0,1,0,0,1
130,3,2,0,0,1,0,0,0
147,3,2,0,0,1,0,0,0
164,3,2,0,0,1,0,0,0
169,4,3,0,0,1,0,0,0
130,3,2,0,0,1,0,0,0
169,4,3,0,0,1,0,0,0
130,3,2,0,0,1,0,0,0
62,1,1,0,0,1,0,0,1
148,3,3,0,0,1,0,0,0
114,3,3,0,0,1,0,0,0
92,3,2,0,0,1,0,0,1
48,1,1,0,0,0,1,0,0
95,2,1,0,0,0,1,0,0
92,2,3,0,0,1,0,0,1
39,1,1,0,0,1,0,0,0
91,1,2,0,0,1,0,0,1
67,1,2,0,0,0,1,0,0
92,2,2,0,0,1,0,0,0
102,2,2,0,0,0,1,0,0
112,2,2,0,0,1,0,0,1
81,1,2,0,0,0,1,0,1
104,2,3,0,0,1,0,0,1
176,4,3,0,0,0,1,0,0
191,4,4,0,0,1,0,0,1
119,2,3,0,0,1,0,0,1
127,2,3,0,0,1,0,0,0
80,1,2,0,0,1,0,0,0
104,2,3,0,0,1,0,0,0
169,3,3,0,0,0,1,0,0
103,2,2,0,0,1,0,0,1
75,2,3,0,0,1,0,0,1
106,2,3,0,0,0,1,0,1
60,1,1,0,0,0,1,0,0
79,1,1,0,0,1,0,0,0
219,4,4,0,0,1,0,0,1
181,2,5,0,0,0,1,0,0
120,2,3,0,0,1,0,0,1
80,1,2,0,0,1,0,0,1
114,2,3,0,0,1,0,0,1
119,3,2,0,0,1,0,0,0
87,2,2,0,0,0,1,0,0
245,4,4,0,0,0,1,0,0
137,3,4,0,0,0,1,0,0
145,2,2,0,0,1,0,0,1
102,2,3,0,0,1,0,0,1
136,3,3,0,0,0,1,0,0
78,1,2,0,0,1,0,0,0
102,2,2,0,0,1,0,0,1
94,2,2,0,0,1,0,0,1
102,2,2,0,0,1,0,0,1
90,2,2,0,0,1,0,0,1
165,2,3,0,0,1,0,0,0
190,2,3,0,0,1,0,0,0
221,3,4,0,0,1,0,0,1
96,2,2,0,0,1,0,0,0
175,3,5,0,0,0,1,0,1
89,2,3,0,0,1,0,0,1
117,2,4,0,0,1,0,0,1
72,1,2,0,0,1,0,0,1
77,1,2,0,0,1,0,0,1
84,1,2,0,0,1,0,0,1
86,1,2,0,0,1,0,0,1
94,1,2,0,0,1,0,0,1
154,3,4,0,0,1,0,0,0
79,1,2,0,0,1,0,0,0
60,1,1,0,0,1,0,0,1
75,1,1,0,0,1,0,0,1
154,3,3,0,0,1,0,0,1
121,3,3,0,0,1,0,0,0
131,2,2,0,0,1,0,0,0
135,2,2,0,0,1,0,0,0
215,3,3,0,0,1,0,0,0
95,2,2,0,0,1,0,0,1
60,1,1,0,0,0,1,0,0
52,1,1,0,0,0,1,0,0
80,2,2,0,0,0,1,0,0
101,2,3,0,0,1,0,0,1
93,1,2,0,0,1,0,0,0
130,2,3,0,0,1,0,0,1
91,2,3,0,0,0,1,0,0
234,3,4,0,0,1,0,0,0
88,2,2,0,0,0,1,0,0
91,1,2,0,0,1,0,0,1
139,2,3,0,0,0,1,0,0
97,2,2,0,0,1,0,0,0
61,1,1,0,0,0,1,0,0
55,1,1,0,0,0,1,0,0
71,1,1,0,0,0,1,0,0
67,1,1,0,0,0,1,0,0
68,1,1,0,0,0,1,0,0
66,1,1,0,0,0,1,0,0
54,1,1,0,0,0,1,0,0
47,1,1,0,0,0,1,0,0
59,1,1,0,0,0,1,0,0
59,1,1,0,0,0,1,0,0
247,4,4,0,0,1,0,0,1
99,1,2,0,0,1,0,0,1
105,2,3,0,0,1,0,0,1
68,1,1,0,0,0,1,0,1
150,2,3,0,0,1,0,0,1
111,2,3,0,0,1,0,0,1
92,2,2,0,0,1,0,0,1
75,1,2,0,0,1,0,0,0
91,2,2,0,0,1,0,0,1
83,3,2,0,0,0,1,0,0
83,2,2,0,0,1,0,0,1
95,2,3,0,0,1,0,0,0
90,2,2,0,0,0,1,0,0
42,1,1,0,0,0,1,0,0
115,2,3,0,0,1,0,0,0
139,3,3,0,0,1,0,0,1
145,3,3,0,0,1,0,0,1
149,3,3,0,0,1,0,0,1
149,3,3,0,0,1,0,0,1
149,3,3,0,0,1,0,0,1
147,3,3,0,0,1,0,0,1
166,3,3,0,0,1,0,0,1
167,3,3,0,0,1,0,0,1
167,3,3,0,0,1,0,0,1
165,3,3,0,0,1,0,0,1
165,3,3,0,0,1,0,0,1
167,3,3,0,0,1,0,0,1
58,1,1,0,0,1,0,0,1
156,2,2,0,0,0,1,0,1
60,1,1,0,0,0,1,0,0
60,1,1,0,0,0,1,0,0
126,3,3,0,0,1,0,0,0
203,3,4,0,0,1,0,0,1
65,2,2,0,0,1,0,0,1
66,2,1,0,0,1,0,0,0
101,2,2,0,0,1,0,0,0
55,2,2,0,0,0,1,0,1
143,2,3,0,0,1,0,0,0
92,2,3,0,0,1,0,0,1
191,5,4,0,0,0,1,0,0
124,2,3,0,0,0,1,0,0
61,1,2,0,0,1,0,0,1
202,4,3,0,0,1,0,0,0
112,2,2,0,0,0,1,0,1
82,2,3,0,0,1,0,0,1
109,2,2,0,0,1,0,0,1
75,1,2,0,0,1,0,0,1
47,1,2,0,0,1,0,0,1
143,3,3,0,0,0,1,0,0
94,3,2,0,0,1,0,0,0
106,2,2,0,0,1,0,0,0
165,3,3,0,0,1,0,0,0
90,1,2,0,0,1,0,0,0
165,3,3,0,0,1,0,0,0
88,1,2,0,0,0,1,0,0
121,2,2,0,0,1,0,0,1
100,2,3,0,0,1,0,0,0
94,1,2,0,0,1,0,0,1
44,1,1,0,0,1,0,0,0
121,2,3,0,0,1,0,0,1
168,3,3,0,0,1,0,0,1
114,2,3,0,0,1,0,0,0
102,2,2,0,0,1,0,0,1
103,2,3,0,0,1,0,0,1
86,2,2,0,0,1,0,0,1
105,2,3,0,0,1,0,0,1
164,2,3,0,0,1,0,0,1
83,1,3,0,0,0,1,0,1
94,2,3,0,0,0,1,0,1
169,3,3,0,0,0,1,0,0
133,2,3,0,0,1,0,0,1
125,2,1,0,0,1,0,0,1
150,2,2,0,0,1,0,0,1
77,1,1,0,0,1,0,0,1
114,2,2,0,0,1,0,0,1
109,2,2,0,0,1,0,0,1
111,2,2,0,0,1,0,0,1
111,2,2,0,0,1,0,0,1
77,1,1,0,0,1,0,0,1
119,2,2,0,0,1,0,0,1
103,2,2,0,0,1,0,0,1
108,2,2,0,0,1,0,0,1
109,2,2,0,0,1,0,0,1
67,1,1,0,0,1,0,0,0
108,2,2,0,0,1,0,0,1
109,2,2,0,0,1,0,0,1
112,2,2,0,0,1,0,0,1
92,1,2,0,0,1,0,0,1
88,2,2,0,0,1,0,0,0
130,2,2,0,0,1,0,0,0
204,4,4,0,0,1,0,0,0
78,1,3,0,0,0,1,0,1
120,2,3,0,0,1,0,0,1
128,2,3,0,0,1,0,0,1
227,4,3,0,0,1,0,0,0
231,4,3,0,0,1,0,0,0
229,4,3,0,0,1,0,0,0
176,3,2,0,0,1,0,0,0
80,1,2,0,0,1,0,0,1
80,1,2,0,0,1,0,0,1
122,2,3,0,0,1,0,0,1
102,4,2,0,0,1,0,0,0
116,3,2,0,0,1,0,0,0
